anio,cve_entidad,rango_uma,ta,ta_sal,masa_sal_ta,permanentes,no_trabajadores,entidad
2022,8,W4,234599,234599,78317974.48,216994,0,Chihuahua
2022,18,W16,848,848,1261863.71,779,0,Nayarit
2022,31,W5,23907,23907,10234915.18,20457,0,Yucatán
2022,28,W16,3232,3232,4817809.12,3055,0,Tamaulipas
2022,23,W15,2052,2052,2859906.35,1505,0,Quintana Roo
2022,9,W22,16676,16676,34505766.79,15685,0,Ciudad de México
2022,2,W11,14647,14647,14785992.06,13260,0,Baja California
2022,31,W14,1761,1761,2283932.85,1510,0,Yucatán
2022,13,W13,1838,1838,2208043.3,1549,0,Hidalgo
2022,11,W16,4889,4889,7285168.95,4591,0,Guanajuato
2022,15,W1,2909,2909,502878.83,2042,0,Estado México
2022,14,W11,28331,28331,28553670.55,25802,0,Jalisco
2022,28,W5,107110,107110,45596461.97,99244,0,Tamaulipas
2022,31,W18,1079,1079,1815197.44,1019,0,Yucatán
2022,2,W7,51312,51312,31926014.51,46636,0,Baja California
2022,21,W12,5940,5940,6567085.01,5291,0,Puebla
2022,25,W21,648,648,1278087.86,590,0,Sinaloa
2022,2,W18,3824,3824,6436257.42,3615,0,Baja California
2022,28,W13,5703,5703,6848508.72,5234,0,Tamaulipas
2022,3,W4,26583,26583,8856532.94,18304,0,Baja California Sur
2022,2,W5,153557,153557,65584089.75,143388,0,Baja California
2022,28,W15,3695,3695,5147652.84,3416,0,Tamaulipas
2022,31,W6,64943,64943,35285159.26,63210,0,Yucatán
2022,19,W18,8939,8939,15036626.65,8450,0,Nuevo León
2022,32,W7,10811,10811,6747750.69,8144,0,Zacatecas
2022,5,W3,185583,185583,45248697.78,163400,0,Coahuila de Zaragoza
2022,12,W7,4943,4943,3070330.84,4312,0,Guerrero
2022,17,W6,12125,12125,6366835.3,10773,0,Morelos
2022,23,W5,39151,39151,16790052.49,25063,0,Quintana Roo
2022,8,W3,211472,211472,53935806.8,192017,0,Chihuahua
2022,19,W14,15998,15998,20764792.68,14876,0,Nuevo León
2022,1,W7,17355,17355,10851984.65,16445,0,Aguascalientes
2022,27,W19,783,783,1390999.51,726,0,Tabasco
2022,2,W25,19277,19277,46288720.59,18424,0,Baja California
2022,9,W4,369354,369354,123318279.73,314647,0,Ciudad de México
2022,27,W20,684,684,1283568.51,629,0,Tabasco
2022,14,W13,17495,17495,21007515.8,15871,0,Jalisco
2022,28,W2,68332,68332,12442199.52,56571,0,Tamaulipas
2022,12,W25,1503,1503,3610574.77,1426,0,Guerrero
2022,23,W3,137596,137596,31665651.9,84643,0,Quintana Roo
2022,17,W2,53099,53099,9707152.44,47520,0,Morelos
2022,2,,1797,0,0.0,1797,156692,Baja California
2022,23,W9,8921,8921,7277949.76,6232,0,Quintana Roo
2022,3,W17,1087,1087,1725658.39,795,0,Baja California Sur
2022,12,W14,890,890,1154763.21,743,0,Guerrero
2022,27,W3,59546,59546,13520367.85,44749,0,Tabasco
2022,13,W8,7667,7667,5505432.85,5697,0,Hidalgo
2022,12,W1,2452,2452,423877.24,2423,0,Guerrero
2022,15,,896,0,0.0,896,837479,Estado México
2022,25,W25,4051,4051,9725080.22,3715,0,Sinaloa
2022,13,W2,66826,66826,12202707.81,57336,0,Hidalgo
2022,12,W4,16532,16532,5476120.06,12842,0,Guerrero
2022,16,W15,2046,2046,2850726.1,1863,0,Michoacán de Ocampo
2022,20,W8,5340,5340,3832008.87,4458,0,Oaxaca
2022,29,W4,17246,17246,5749167.43,13566,0,Tlaxcala
2022,26,W21,1279,1279,2519691.47,1196,0,Sonora
2022,22,W5,63615,63615,27273765.62,52178,0,Querétaro
2022,10,W16,1242,1242,1853425.41,1128,0,Durango
2022,31,W11,3319,3319,3347515.2,2740,0,Yucatán
2022,1,W12,5028,5028,5560061.51,4874,0,Aguascalientes
2022,21,W8,15694,15694,11293669.27,13237,0,Puebla
2022,17,W13,1930,1930,2314673.67,1755,0,Morelos
2022,19,W2,320765,320765,58625550.17,295802,0,Nuevo León
2022,22,W11,11362,11362,11471974.4,9881,0,Querétaro
2022,32,W22,262,262,542374.41,244,0,Zacatecas
2022,14,W23,4053,4053,8779595.14,3814,0,Jalisco
2022,6,W10,2380,2380,2173336.07,2033,0,Colima
2022,24,W9,31051,31051,25034983.63,29829,0,San Luis Potosí
2022,6,W25,1294,1294,3103817.13,1214,0,Colima
2022,9,W17,30404,30404,48218876.28,28350,0,Ciudad de México
2022,22,W6,43921,43921,23105058.8,36730,0,Querétaro
2022,30,W13,7163,7163,8614924.87,6228,0,Veracruz de Ignacio de la Llave
2022,24,W24,940,940,2121223.56,878,0,San Luis Potosí
2022,16,W23,410,410,887308.23,379,0,Michoacán de Ocampo
2022,29,W8,2486,2486,1789243.64,2149,0,Tlaxcala
2022,23,W18,1265,1265,2134430.37,997,0,Quintana Roo
2022,11,W7,47102,47102,29436978.78,42854,0,Guanajuato
2022,20,W17,792,792,1256113.72,749,0,Oaxaca
2022,30,W15,4303,4303,5994638.95,3760,0,Veracruz de Ignacio de la Llave
2022,27,W9,6431,6431,5247343.25,3863,0,Tabasco
2022,1,W20,941,941,1766586.44,903,0,Aguascalientes
2022,28,W8,23663,23663,17004914.06,21541,0,Tamaulipas
2022,31,W4,45132,45132,14934327.2,38011,0,Yucatán
2022,3,W6,12319,12319,6459237.55,8243,0,Baja California Sur
2022,10,W10,3108,3108,2829438.84,2796,0,Durango
2022,4,W23,440,440,953071.6900000001,344,0,Campeche
2022,32,W3,48712,48712,11378724.72,41075,0,Zacatecas
2022,2,W8,36999,36999,26649540.01,32894,0,Baja California
2022,25,W2,179897,179897,32821927.18,165617,0,Sinaloa
2022,6,W13,1415,1415,1704440.53,1184,0,Colima
2022,26,W4,110199,110199,36701890.52,97148,0,Sonora
2022,14,W17,9399,9399,14904942.22,8719,0,Jalisco
2022,13,W5,20741,20741,8871035.62,15899,0,Hidalgo
2022,29,W5,9624,9624,4103088.28,7467,0,Tlaxcala
2022,19,W25,53922,53922,129536521.75,52132,0,Nuevo León
2022,32,W24,206,206,464406.87,185,0,Zacatecas
2022,28,W25,7841,7841,18827872.57,7432,0,Tamaulipas
2022,19,W15,13720,13720,19117422.96,12576,0,Nuevo León
2022,21,W4,79609,79609,26374912.74,68969,0,Puebla
2022,29,W1,277,277,47884.99,269,0,Tlaxcala
2022,31,W10,4801,4801,4373481.81,3890,0,Yucatán
2022,12,W16,647,647,964988.27,549,0,Guerrero
2022,20,W13,1379,1379,1655460.72,1160,0,Oaxaca
2022,5,W16,5364,5364,7993106.73,5009,0,Coahuila de Zaragoza
2022,26,W15,3460,3460,4818902.57,3133,0,Sonora
2022,6,W23,253,253,546111.14,238,0,Colima
2022,24,W12,5897,5897,6535450.22,5237,0,San Luis Potosí
2022,1,W8,12344,12344,8874270.2,11789,0,Aguascalientes
2022,3,W7,8415,8415,5254560.06,5937,0,Baja California Sur
2022,10,W1,475,475,82113.25,456,0,Durango
2022,4,W1,68,68,11755.16,46,0,Campeche
2022,28,W24,1109,1109,2502348.34,1045,0,Tamaulipas
2022,32,W5,15818,15818,6825786.98,12876,0,Zacatecas
2022,8,W15,5771,5771,8040461.26,5309,0,Chihuahua
2022,12,W9,2991,2991,2443753.29,2641,0,Guerrero
2022,15,W17,8016,8016,12705639.12,7364,0,Estado México
2022,19,W22,5178,5178,10721003.21,4914,0,Nuevo León
2022,11,W20,2300,2300,4307599.22,2165,0,Guanajuato
2022,11,W17,3601,3601,5708428.23,3363,0,Guanajuato
2022,24,W23,877,877,1898069.37,807,0,San Luis Potosí
2022,29,W18,311,311,522834.95,291,0,Tlaxcala
2022,26,W8,18574,18574,13366822.3,15798,0,Sonora
2022,19,W23,4576,4576,9909472.54,4364,0,Nuevo León
2022,5,W4,141225,141225,46939235.07,125022,0,Coahuila de Zaragoza
2022,20,W12,2201,2201,2429869.85,1912,0,Oaxaca
2022,10,,627,0,0.0,627,72062,Durango
2022,31,W3,94191,94191,22106512.81,80798,0,Yucatán
2022,5,W15,5493,5493,7653364.29,4970,0,Coahuila de Zaragoza
2022,6,W6,7819,7819,4127877.7,6360,0,Colima
2022,6,W12,1605,1605,1773403.06,1313,0,Colima
2022,31,W25,3132,3132,7519785.53,2976,0,Yucatán
2022,6,W15,879,879,1221098.69,725,0,Colima
2022,15,W10,30006,30006,27334398.5,26275,0,Estado México
2022,28,W9,17122,17122,13979790.51,15688,0,Tamaulipas
2022,21,W23,825,825,1785619.05,730,0,Puebla
2022,5,W12,10666,10666,11786946.15,9533,0,Coahuila de Zaragoza
2022,9,W8,126617,126617,91179059.56,112185,0,Ciudad de México
2022,32,W2,42897,42897,7810425.0200000005,38486,0,Zacatecas
2022,20,W25,1296,1296,3111860.2,1267,0,Oaxaca
2022,30,W5,49057,49057,21030249.19,41388,0,Veracruz de Ignacio de la Llave
2022,1,W19,1002,1002,1780433.77,954,0,Aguascalientes
2022,6,W21,280,280,551100.41,263,0,Colima
2022,10,W7,9252,9252,5779370.06,8232,0,Durango
2022,4,W16,1288,1288,1914884.48,966,0,Campeche
2022,30,W3,164188,164188,37897607.35,133579,0,Veracruz de Ignacio de la Llave
2022,7,W11,2940,2940,2970648.88,2614,0,Chiapas
2022,7,W6,11850,11850,6247515.48,10665,0,Chiapas
2022,19,W24,5973,5973,13461323.45,5759,0,Nuevo León
2022,12,W22,208,208,430675.34,182,0,Guerrero
2022,26,W24,1030,1030,2324152.74,984,0,Sonora
2022,5,,636,0,0.0,636,131037,Coahuila de Zaragoza
2022,25,W18,1310,1310,2204380.22,1223,0,Sinaloa
2022,19,,765,0,0.0,765,301472,Nuevo León
2022,13,W1,1591,1591,275036.17,1499,0,Hidalgo
2022,24,W17,2510,2510,3977424.95,2290,0,San Luis Potosí
2022,30,W18,3177,3177,5348295.58,2913,0,Veracruz de Ignacio de la Llave
2022,28,W20,1503,1503,2816017.41,1424,0,Tamaulipas
2022,5,W24,1610,1610,3629690.52,1507,0,Coahuila de Zaragoza
2022,1,,771,0,0.0,771,107741,Aguascalientes
2022,16,,6322,0,0.0,6322,229943,Michoacán de Ocampo
2022,23,W8,12804,12804,9211616.290000001,8663,0,Quintana Roo
2022,5,W10,17850,17850,16273685.06,15916,0,Coahuila de Zaragoza
2022,29,W24,128,128,288437.4,111,0,Tlaxcala
2022,15,W12,17512,17512,19357054.69,15457,0,Estado México
2022,23,W10,6873,6873,6267231.54,4945,0,Quintana Roo
2022,16,W19,840,840,1491317.48,778,0,Michoacán de Ocampo
2022,10,W15,986,986,1374634.65,892,0,Durango
2022,11,W22,1442,1442,2984617.89,1358,0,Guanajuato
2022,21,W24,877,877,1978185.81,764,0,Puebla
2022,12,W10,2513,2513,2290561.22,2159,0,Guerrero
2022,18,W3,45801,45801,10491036.35,28881,0,Nayarit
2022,28,W4,160279,160279,53872389.21,145916,0,Tamaulipas
2022,32,W17,877,877,1391113.37,811,0,Zacatecas
2022,12,W20,302,302,565021.63,260,0,Guerrero
2022,4,W2,29446,29446,5370673.34,26098,0,Campeche
2022,15,W24,3529,3529,7958907.68,3303,0,Estado México
2022,30,W21,1612,1612,3175237.17,1480,0,Veracruz de Ignacio de la Llave
2022,27,,3311,0,0.0,3311,141479,Tabasco
2022,21,W14,3862,3862,5008046.7,3350,0,Puebla
2022,20,W19,476,476,845797.35,441,0,Oaxaca
2022,3,W1,207,207,35759.32,185,0,Baja California Sur
2022,25,W22,583,583,1206584.87,541,0,Sinaloa
2022,24,W13,4498,4498,5411366.08,3991,0,San Luis Potosí
2022,11,W15,4910,4910,6844513.11,4510,0,Guanajuato
2022,21,W18,2082,2082,3503893.69,1912,0,Puebla
2022,2,W21,3205,3205,6316768.75,3067,0,Baja California
2022,28,W7,44358,44358,27743383.24,41444,0,Tamaulipas
2022,8,W21,2413,2413,4756741.15,2309,0,Chihuahua
2022,1,W10,8531,8531,7731306.12,8234,0,Aguascalientes
2022,4,,823,0,0.0,823,63195,Campeche
2022,13,W4,36477,36477,12142241.02,27911,0,Hidalgo
2022,11,W4,154180,154180,51206363.55,129584,0,Guanajuato
2022,29,,143,0,0.0,143,76063,Tlaxcala
2022,19,W8,66463,66463,47806444.57,59404,0,Nuevo León
2022,25,W8,15830,15830,11297896.55,14281,0,Sinaloa
2022,9,W3,731198,731198,169875749.65,630929,0,Ciudad de México
2022,9,W12,57243,57243,63290925.09,51898,0,Ciudad de México
2022,4,W9,3697,3697,3017831.88,2660,0,Campeche
2022,6,W5,10527,10527,4528728.34,7921,0,Colima
2022,6,W24,249,249,560992.41,237,0,Colima
2022,16,W24,578,578,1304170.32,531,0,Michoacán de Ocampo
2022,18,W13,1015,1015,1220083.28,833,0,Nayarit
2022,3,W24,381,381,859354.75,320,0,Baja California Sur
2022,16,W9,8921,8921,7252423.84,8033,0,Michoacán de Ocampo
2022,25,W19,941,941,1675055.64,856,0,Sinaloa
2022,9,W9,97195,97195,79374815.47,86965,0,Ciudad de México
2022,9,W10,84902,84902,77375708.37,75937,0,Ciudad de México
2022,19,W6,126433,126433,66482651.23,115713,0,Nuevo León
2022,10,W12,1844,1844,2037872.51,1670,0,Durango
2022,15,W23,3055,3055,6613549.28,2844,0,Estado México
2022,9,W1,4258,4258,734341.34,3716,0,Ciudad de México
2022,14,,14901,0,0.0,14901,513610,Jalisco
2022,8,W5,131393,131393,56105124.89,120918,0,Chihuahua
2022,19,W17,11217,11217,17791727.13,10614,0,Nuevo León
2022,16,W18,1404,1404,2362212.65,1331,0,Michoacán de Ocampo
2022,9,W2,704140,704140,128637143.71,629259,0,Ciudad de México
2022,4,W15,1236,1236,1723761.58,909,0,Campeche
2022,25,W5,38419,38419,16476088.09,33355,0,Sinaloa
2022,20,W10,3860,3860,3507964.61,3422,0,Oaxaca
2022,19,W3,391562,391562,92049040.42,347291,0,Nuevo León
2022,16,W11,4547,4547,4585380.11,3947,0,Michoacán de Ocampo
2022,22,W4,102124,102124,34018006.79,80852,0,Querétaro
2022,1,W6,22549,22549,11874499.54,21511,0,Aguascalientes
2022,6,W19,321,321,570431.83,293,0,Colima
2022,3,W12,2522,2522,2785521.59,1975,0,Baja California Sur
2022,3,W11,3069,3069,3101991.22,2315,0,Baja California Sur
2022,21,W7,22545,22545,14078697.76,19725,0,Puebla
2022,17,W15,1240,1240,1731087.87,1092,0,Morelos
2022,17,W20,592,592,1110221.07,552,0,Morelos
2022,2,W24,2379,2379,5365878.99,2260,0,Baja California
2022,2,W20,3593,3593,6746843.78,3408,0,Baja California
2022,9,W13,46965,46965,56453377.06,42912,0,Ciudad de México
2022,4,W25,4331,4331,10400233.63,3683,0,Campeche
2022,4,W18,876,876,1469494.57,692,0,Campeche
2022,10,W24,345,345,777367.37,331,0,Durango
2022,24,W19,1573,1573,2797480.42,1373,0,San Luis Potosí
2022,13,W17,946,946,1499906.83,828,0,Hidalgo
2022,29,W16,551,551,821026.38,518,0,Tlaxcala
2022,3,W9,5143,5143,4204006.82,3808,0,Baja California Sur
2022,13,W9,4897,4897,3995400.85,3857,0,Hidalgo
2022,23,W21,869,869,1713226.28,701,0,Quintana Roo
2022,18,W7,6332,6332,3942915.91,4763,0,Nayarit
2022,13,W11,3038,3038,3064923.31,2530,0,Hidalgo
2022,13,,260,0,0.0,260,180213,Hidalgo
2022,8,W16,4962,4962,7394902.12,4654,0,Chihuahua
2022,16,W20,710,710,1329547.18,655,0,Michoacán de Ocampo
2022,3,W2,43414,43414,7916361.95,36212,0,Baja California Sur
2022,18,W25,1013,1013,2431838.59,812,0,Nayarit
2022,26,W18,2095,2095,3524265.73,1961,0,Sonora
2022,22,W20,2692,2692,5044870.92,2451,0,Querétaro
2022,6,W20,338,338,633221.95,303,0,Colima
2022,6,W8,5912,5912,4269226.02,4523,0,Colima
2022,20,W22,177,177,365360.13,164,0,Oaxaca
2022,8,W14,6769,6769,8774421.63,6347,0,Chihuahua
2022,8,W6,72576,72576,38026624.2,66884,0,Chihuahua
2022,4,W17,1005,1005,1596539.35,755,0,Campeche
2022,5,W9,21703,21703,17714512.32,19389,0,Coahuila de Zaragoza
2022,15,W9,38595,38595,31478521.71,34002,0,Estado México
2022,18,W21,193,193,380338.56,161,0,Nayarit
2022,3,W23,433,433,936375.53,369,0,Baja California Sur
2022,11,W21,1844,1844,3636424.38,1715,0,Guanajuato
2022,18,W15,602,602,837393.32,521,0,Nayarit
2022,7,W5,15971,15971,6843329.3,14183,0,Chiapas
2022,22,,1007,0,0.0,1007,135864,Querétaro
2022,12,W15,763,763,1060756.11,636,0,Guerrero
2022,17,W25,2177,2177,5226451.88,2020,0,Morelos
2022,16,W17,1702,1702,2696963.68,1585,0,Michoacán de Ocampo
2022,9,W20,19061,19061,35747243.06,17936,0,Ciudad de México
2022,21,W22,975,975,2016180.18,872,0,Puebla
2022,8,W25,13153,13153,31574970.45,12716,0,Chihuahua
2022,4,W8,4450,4450,3203621.93,3263,0,Campeche
2022,3,W16,1193,1193,1777587.51,945,0,Baja California Sur
2022,11,W8,29808,29808,21439574.84,26841,0,Guanajuato
2022,31,W23,394,394,852584.14,376,0,Yucatán
2022,11,W25,11719,11719,28142319.77,10999,0,Guanajuato
2022,14,W9,50893,50893,41459356.17,46475,0,Jalisco
2022,12,W18,532,532,894372.8,484,0,Guerrero
2022,21,W20,1222,1222,2289608.61,1107,0,Puebla
2022,30,W11,12662,12662,12730198.55,10971,0,Veracruz de Ignacio de la Llave
2022,6,W11,2187,2187,2205678.37,1747,0,Colima
2022,4,W20,611,611,1145652.87,506,0,Campeche
2022,9,W5,259112,259112,111217709.52,224189,0,Ciudad de México
2022,22,W8,26153,26153,18847649.96,22026,0,Querétaro
2022,23,W12,4406,4406,4862308.56,3220,0,Quintana Roo
2022,27,W21,565,565,1114206.63,515,0,Tabasco
2022,21,W1,1140,1140,196884.78,1058,0,Puebla
2022,17,W23,311,311,671912.73,300,0,Morelos
2022,1,W13,3356,3356,4027074.12,3246,0,Aguascalientes
2022,8,W7,45179,45179,28149837.08,41542,0,Chihuahua
2022,20,W2,71787,71787,13094953.13,65369,0,Oaxaca
2022,21,W21,1098,1098,2164598.05,995,0,Puebla
2022,11,W12,9657,9657,10678000.11,8816,0,Guanajuato
2022,3,W15,1502,1502,2090673.93,1121,0,Baja California Sur
2022,25,W7,19828,19828,12341364.0,17426,0,Sinaloa
2022,14,W22,4241,4241,8778427.24,3988,0,Jalisco
2022,13,W10,4062,4062,3695493.41,3375,0,Hidalgo
2022,17,W11,2690,2690,2715795.4,2344,0,Morelos
2022,1,W16,2661,2661,3965518.17,2558,0,Aguascalientes
2022,24,W5,44018,44018,18826633.94,36356,0,San Luis Potosí
2022,24,W18,1795,1795,3020394.03,1639,0,San Luis Potosí
2022,17,,3695,0,0.0,3695,99397,Morelos
2022,20,W23,161,161,349118.92,155,0,Oaxaca
2022,30,W24,1222,1222,2757991.64,1115,0,Veracruz de Ignacio de la Llave
2022,30,W17,3332,3332,5286540.89,3072,0,Veracruz de Ignacio de la Llave
2022,18,W1,1133,1133,195815.6,903,0,Nayarit
2022,29,W17,389,389,616992.62,353,0,Tlaxcala
2022,7,W19,595,595,1055608.85,566,0,Chiapas
2022,20,W7,6799,6799,4241911.89,5656,0,Oaxaca
2022,19,W20,6466,6466,12122829.25,6131,0,Nuevo León
2022,13,W18,743,743,1250717.46,640,0,Hidalgo
2022,3,W25,3552,3552,8530300.3,3030,0,Baja California Sur
2022,13,W21,339,339,669271.67,297,0,Hidalgo
2022,21,W6,29006,29006,15260136.21,25268,0,Puebla
2022,12,W12,1420,1420,1568204.33,1136,0,Guerrero
2022,20,W14,1354,1354,1760282.85,1200,0,Oaxaca
2022,5,W25,11879,11879,28522286.49,11260,0,Coahuila de Zaragoza
2022,4,W3,33120,33120,7592723.76,26463,0,Campeche
2022,15,W13,14131,14131,16976017.46,12632,0,Estado México
2022,15,W25,27535,27535,66125364.63,25590,0,Estado México
2022,12,W11,1767,1767,1780417.94,1395,0,Guerrero
2022,29,W10,1416,1416,1290718.53,1236,0,Tlaxcala
2022,5,W14,7199,7199,9341534.62,6458,0,Coahuila de Zaragoza
2022,10,W6,12245,12245,6451080.7,10706,0,Durango
2022,18,W23,141,141,304869.29,114,0,Nayarit
2022,25,W9,8684,8684,7072932.61,7726,0,Sinaloa
2022,19,W21,5588,5588,11026029.62,5315,0,Nuevo León
2022,30,W9,20882,20882,17063109.34,17486,0,Veracruz de Ignacio de la Llave
2022,26,W19,1667,1667,2962705.07,1573,0,Sonora
2022,4,W13,1979,1979,2378637.93,1460,0,Campeche
2022,16,W8,12976,12976,9315288.92,11643,0,Michoacán de Ocampo
2022,24,W16,3070,3070,4574564.38,2814,0,San Luis Potosí
2022,6,W9,3520,3520,2874230.67,2989,0,Colima
2022,29,W12,750,750,828584.08,656,0,Tlaxcala
2022,17,W19,613,613,1089473.17,574,0,Morelos
2022,4,W6,8721,8721,4630246.12,6954,0,Campeche
2022,28,,2700,0,0.0,2700,148409,Tamaulipas
2022,6,W1,318,318,54972.66,290,0,Colima
2022,8,W23,1733,1733,3747590.88,1667,0,Chihuahua
2022,18,W18,406,406,682959.42,340,0,Nayarit
2022,31,W7,12213,12213,7605634.8,10268,0,Yucatán
2022,23,W6,27175,27175,14277177.45,17904,0,Quintana Roo
2022,11,,791,0,0.0,791,251618,Guanajuato
2022,31,W13,2267,2267,2725215.62,1872,0,Yucatán
2022,28,W17,3169,3169,5022947.04,3024,0,Tamaulipas
2022,2,W6,84834,84834,44526228.69,77761,0,Baja California
2022,11,W19,2363,2363,4204507.8,2198,0,Guanajuato
2022,32,W20,388,388,726141.09,350,0,Zacatecas
2022,22,W13,7716,7716,9275735.9,6677,0,Querétaro
2022,16,W2,141467,141467,25778327.05,120942,0,Michoacán de Ocampo
2022,14,W20,5424,5424,10169790.41,5058,0,Jalisco
2022,1,W25,4758,4758,11424361.17,4618,0,Aguascalientes
2022,31,W8,8336,8336,5997923.88,6768,0,Yucatán
2022,31,W9,6549,6549,5351544.22,5429,0,Yucatán
2022,32,W23,303,303,656686.97,291,0,Zacatecas
2022,15,W8,52502,52502,37744789.65,45978,0,Estado México
2022,17,W8,6351,6351,4586021.52,5172,0,Morelos
2022,23,W1,366,366,63270.42,347,0,Quintana Roo
2022,16,W5,35011,35011,15042418.459999999,29390,0,Michoacán de Ocampo
2022,18,W10,2252,2252,2050148.79,1838,0,Nayarit
2022,1,W24,581,581,1310053.11,556,0,Aguascalientes
2022,28,W10,12672,12672,11550136.03,11601,0,Tamaulipas
2022,9,W25,175900,175900,422589416.6,167768,0,Ciudad de México
2022,14,W14,14547,14547,18863610.99,12875,0,Jalisco
2022,5,W7,43246,43246,26924659.79,38943,0,Coahuila de Zaragoza
2022,4,W14,1563,1563,2031889.65,1099,0,Campeche
2022,10,W8,6033,6033,4338682.5,5265,0,Durango
2022,11,W18,2854,2854,4802450.01,2688,0,Guanajuato
2022,27,W5,17597,17597,7519386.25,11799,0,Tabasco
2022,3,W14,1755,1755,2277479.9,1254,0,Baja California Sur
2022,12,W8,3763,3763,2704823.52,3316,0,Guerrero
2022,32,W8,6355,6355,4581399.51,5313,0,Zacatecas
2022,17,W21,476,476,940185.3,454,0,Morelos
2022,16,W21,607,607,1198425.14,563,0,Michoacán de Ocampo
2022,26,W11,8183,8183,8264723.93,6912,0,Sonora
2022,9,W16,35531,35531,52928634.61,32806,0,Ciudad de México
2022,17,W10,3955,3955,3594811.1,3522,0,Morelos
2022,11,W3,277456,277456,65199443.24,228661,0,Guanajuato
2022,32,W11,3083,3083,3112297.3,2705,0,Zacatecas
2022,1,W3,74955,74955,17598662.46,66458,0,Aguascalientes
2022,4,W12,2089,2089,2307228.16,1519,0,Campeche
2022,8,W24,1719,1719,3879331.05,1648,0,Chihuahua
2022,25,W15,1911,1911,2663556.9,1709,0,Sinaloa
2022,20,W3,61107,61107,13960289.09,50422,0,Oaxaca
2022,26,W17,2843,2843,4508660.87,2619,0,Sonora
2022,21,W3,170717,170717,39636259.56,142163,0,Puebla
2022,27,W16,1271,1271,1895192.1300000001,1099,0,Tabasco
2022,11,W2,274230,274230,50039309.89,250500,0,Guanajuato
2022,19,W11,29630,29630,29905432.27,27357,0,Nuevo León
2022,6,W18,509,509,855319.4,463,0,Colima
2022,27,W4,24540,24540,8170839.43,18523,0,Tabasco
2022,27,W22,486,486,1004488.71,448,0,Tabasco
2022,9,W23,14929,14929,32321373.65,13930,0,Ciudad de México
2022,17,W22,398,398,822620.54,369,0,Morelos
2022,26,W1,1175,1175,203122.25,1101,0,Sonora
2022,27,W17,1055,1055,1671514.86,967,0,Tabasco
2022,15,W20,4408,4408,8262798.36,4105,0,Estado México
2022,22,W23,1752,1752,3796152.92,1606,0,Querétaro
2022,22,W16,4947,4947,7370189.61,4435,0,Querétaro
2022,10,W13,1462,1462,1756151.92,1339,0,Durango
2022,28,W21,1353,1353,2667469.08,1288,0,Tamaulipas
2022,21,,3616,0,0.0,3616,431988,Puebla
2022,8,W9,22559,22559,18423093.8,20528,0,Chihuahua
2022,24,W6,32415,32415,17028955.41,28243,0,San Luis Potosí
2022,11,W1,1696,1696,293187.52,1633,0,Guanajuato
2022,27,W23,360,360,779331.53,324,0,Tabasco
2022,14,W19,6380,6380,11348673.96,5980,0,Jalisco
2022,25,W1,1847,1847,319290.89,1798,0,Sinaloa
2022,21,W9,13585,13585,11128167.25,11624,0,Puebla
2022,14,W12,21982,21982,24318076.0,19874,0,Jalisco
2022,22,W12,9495,9495,10499387.81,8183,0,Querétaro
2022,4,W22,493,493,1018457.39,398,0,Campeche
2022,14,W21,4978,4978,9816045.14,4647,0,Jalisco
2022,10,W3,71389,71389,16611808.459999999,65086,0,Durango
2022,16,W25,3443,3443,8267694.2,3221,0,Michoacán de Ocampo
2022,27,W6,12066,12066,6358607.53,7653,0,Tabasco
2022,15,W5,147450,147450,63156139.11,124568,0,Estado México
2022,10,W18,703,703,1183829.35,665,0,Durango
2022,17,W12,2422,2422,2679882.38,2187,0,Morelos
2022,28,W22,1212,1212,2506462.33,1135,0,Tamaulipas
2022,15,W11,22393,22393,22606396.7,19869,0,Estado México
2022,17,W9,4909,4909,4012453.38,4290,0,Morelos
2022,24,W10,9419,9419,8595325.67,8380,0,San Luis Potosí
2022,29,W3,35780,35780,8288100.11,25347,0,Tlaxcala
2022,3,W10,3820,3820,3473609.89,2792,0,Baja California Sur
2022,24,W15,3093,3093,4310625.49,2753,0,San Luis Potosí
2022,18,W4,20565,20565,6821740.95,13274,0,Nayarit
2022,23,W22,660,660,1365535.99,547,0,Quintana Roo
2022,5,W11,13939,13939,14055651.5,12227,0,Coahuila de Zaragoza
2022,26,W20,1458,1458,2732858.31,1364,0,Sonora
2022,27,W1,239,239,41315.93,190,0,Tabasco
2022,16,W22,546,546,1128966.24,500,0,Michoacán de Ocampo
2022,19,W12,23065,23065,25484870.18,21325,0,Nuevo León
2022,19,W16,11347,11347,16910153.19,10690,0,Nuevo León
2022,22,W2,122317,122317,22370639.14,101786,0,Querétaro
2022,23,W13,3237,3237,3886418.92,2350,0,Quintana Roo
2022,7,W8,7051,7051,5066115.98,6242,0,Chiapas
2022,17,W24,357,357,804107.66,342,0,Morelos
2022,30,W7,44606,44606,28128379.45,39201,0,Veracruz de Ignacio de la Llave
2022,25,W16,2173,2173,3236149.13,2015,0,Sinaloa
2022,26,W6,37654,37654,19811309.3,32802,0,Sonora
2022,28,W6,54955,54955,28836667.86,50983,0,Tamaulipas
2022,3,W22,474,474,982663.55,397,0,Baja California Sur
2022,19,W7,102563,102563,64081922.26,93610,0,Nuevo León
2022,19,W19,7715,7715,13724494.9,7332,0,Nuevo León
2022,14,W4,261241,261241,86908150.15,218698,0,Jalisco
2022,31,,825,0,0.0,825,103871,Yucatán
2022,3,,376,0,0.0,376,54195,Baja California Sur
