anio,cve_entidad,rango_uma,ta,ta_sal,masa_sal_ta,permanentes,no_trabajadores,entidad
2020,2,W21,2356,2356,4195390.819999998,2240,0,Baja California
2020,2,W18,3201,3201,4863950.75,2863,0,Baja California
2020,13,W7,9221,9221,5213576.659999992,7166,0,Hidalgo
2020,14,W5,138307,138307,53674226.97000014,118862,0,Jalisco
2020,14,W7,76186,76186,42836646.19999993,67050,0,Jalisco
2020,14,W23,3476,3476,6798943.429999998,3255,0,Jalisco
2020,14,W8,57333,57333,37290477.61999998,51204,0,Jalisco
2020,14,W16,8928,8928,12014721.269999998,8126,0,Jalisco
2020,14,W20,5176,5176,8762135.449999997,4845,0,Jalisco
2020,15,W6,86580,86580,41139706.72999992,73471,0,Estado México
2020,19,W8,56933,56933,36899626.589999974,49697,0,Nuevo León
2020,19,W10,29154,29154,24030797.259999987,26669,0,Nuevo León
2020,19,W1,848,848,103980.3800000001,700,0,Nuevo León
2020,19,W22,4495,4495,8390479.539999997,4267,0,Nuevo León
2020,21,W3,120276,120276,25582590.099999793,94402,0,Puebla
2020,21,W24,834,834,1697632.5699999998,767,0,Puebla
2020,22,W2,157160,157160,22070378.589999877,129974,0,Querétaro
2020,22,W3,112772,112772,24330958.259999875,88090,0,Querétaro
2020,22,W14,5265,5265,6162268.970000002,4446,0,Querétaro
2020,22,W21,1896,1896,3372702.1800000016,1715,0,Querétaro
2020,22,W18,2973,2973,4524716.739999998,2663,0,Querétaro
2020,26,W4,82261,82261,24627849.449999984,72310,0,Sonora
2020,26,W5,45921,45921,17781887.340000026,39885,0,Sonora
2020,26,W14,3572,3572,4178754.3100000015,3158,0,Sonora
2020,11,W4,131350,131350,39385574.67000012,109195,0,Guanajuato
2020,11,W15,4065,4065,5118749.649999998,3663,0,Guanajuato
2020,16,W7,18849,18849,10602087.129999995,15814,0,Michoacán de Ocampo
2020,16,W13,3073,3073,3335284.629999999,2677,0,Michoacán de Ocampo
2020,16,W8,13099,13099,8496660.740000002,11342,0,Michoacán de Ocampo
2020,17,W5,16136,16136,6264414.709999992,14015,0,Morelos
2020,17,W25,2055,2055,4451633.18,1932,0,Morelos
2020,17,W21,412,412,732428.3999999999,390,0,Morelos
2020,17,W23,321,321,625639.3200000001,307,0,Morelos
2020,18,W16,479,479,645743.3700000002,430,0,Nayarit
2020,30,W8,35396,35396,22905795.070000008,31465,0,Veracruz de Ignacio de la Llave
2020,30,W17,3542,3542,5059994.09,3342,0,Veracruz de Ignacio de la Llave
2020,30,W19,2624,2624,4212837.200000001,2467,0,Veracruz de Ignacio de la Llave
2020,30,W24,997,997,2032131.1999999995,938,0,Veracruz de Ignacio de la Llave
2020,20,W3,44001,44001,9366689.819999946,38967,0,Oaxaca
2020,20,W13,1297,1297,1406101.1000000013,1115,0,Oaxaca
2020,20,W16,591,591,794564.1799999991,536,0,Oaxaca
2020,20,W25,1147,1147,2482984.3599999985,1098,0,Oaxaca
2020,31,W25,2612,2612,5653595.08,2524,0,Yucatán
2020,31,W23,340,340,663812.9400000002,329,0,Yucatán
2020,31,W21,506,506,900548.4299999997,478,0,Yucatán
2020,4,W2,44009,44009,6105344.820000113,37445,0,Campeche
2020,4,W15,959,959,1207728.3499999994,710,0,Campeche
2020,4,W20,571,571,966181.9100000004,485,0,Campeche
2020,5,W14,5423,5423,6355214.219999995,4762,0,Coahuila de Zaragoza
2020,28,W11,7763,7763,7068794.430000008,6799,0,Tamaulipas
2020,28,W23,897,897,1752154.33,827,0,Tamaulipas
2020,28,W2,87884,87884,12038392.289999649,73262,0,Tamaulipas
2020,29,W21,190,190,338014.4700000001,171,0,Tlaxcala
2020,29,W1,159,159,19591.98,152,0,Tlaxcala
2020,9,W22,14485,14485,27025039.639999982,13551,0,Ciudad de México
2020,24,W13,3975,3975,4307208.969999998,3410,0,San Luis Potosí
2020,24,W12,4355,4355,4345601.429999998,3679,0,San Luis Potosí
2020,32,W5,14632,14632,5691662.870000002,11935,0,Zacatecas
2020,32,W12,2075,2075,2066680.2299999995,1695,0,Zacatecas
2020,6,W13,965,965,1042469.1499999996,735,0,Colima
2020,6,W14,914,914,1066373.7000000004,712,0,Colima
2020,6,W12,1266,1266,1266997.3799999994,932,0,Colima
2020,6,W18,562,562,854490.3900000004,504,0,Colima
2020,25,W3,111595,111595,23521111.519999757,90384,0,Sinaloa
2020,25,W5,34021,34021,13185748.539999988,27800,0,Sinaloa
2020,25,W11,4216,4216,3834698.81,3700,0,Sinaloa
2020,25,W1,844,844,103877.82000000015,817,0,Sinaloa
2020,7,W6,10515,10515,5009991.559999991,9425,0,Chiapas
2020,7,W20,488,488,825323.479999999,464,0,Chiapas
2020,8,W7,39143,39143,21987409.669999957,35336,0,Chihuahua
2020,8,W15,5086,5086,6396371.8100000005,4638,0,Chihuahua
2020,10,,743,0,0.0,743,89760,Durango
2020,10,W3,54917,54917,11570261.22000001,48780,0,Durango
2020,10,W5,14718,14718,5684108.5600000005,12983,0,Durango
2020,10,W10,2949,2949,2423726.240000001,2720,0,Durango
2020,10,W19,679,679,1091187.6700000004,650,0,Durango
2020,1,W3,56180,56180,12124085.249999914,49848,0,Aguascalientes
2020,2,W25,16983,16983,36800863.84000002,16479,0,Baja California
2020,13,W5,15410,15410,5952825.969999987,12479,0,Hidalgo
2020,14,W24,3294,3294,6710916.559999999,3070,0,Jalisco
2020,14,W18,7041,7041,10708762.00999999,6531,0,Jalisco
2020,15,W18,5726,5726,8702906.580000002,5262,0,Estado México
2020,19,W4,216649,216649,65152765.55000043,190600,0,Nuevo León
2020,19,W7,84589,84589,47636069.18999985,75086,0,Nuevo León
2020,19,W19,6803,6803,10931919.770000007,6401,0,Nuevo León
2020,19,,1156,0,0.0,1156,276467,Nuevo León
2020,5,W3,179070,179070,38663545.89999917,160038,0,Coahuila de Zaragoza
2020,21,W16,2719,2719,3662569.039999997,2408,0,Puebla
2020,21,,4216,0,0.0,4216,435807,Puebla
2020,22,W16,3769,3769,5072890.180000003,3337,0,Querétaro
2020,22,W12,7600,7600,7575420.020000002,6488,0,Querétaro
2020,22,W15,4334,4334,5452462.310000007,3770,0,Querétaro
2020,22,W1,567,567,69731.28000000009,497,0,Querétaro
2020,26,W18,2071,2071,3149584.519999999,1910,0,Sonora
2020,26,W11,7036,7036,6410394.899999995,5814,0,Sonora
2020,26,W8,17238,17238,11200681.260000013,14596,0,Sonora
2020,26,W16,2248,2248,3024304.4300000034,2039,0,Sonora
2020,11,W13,6210,6210,6722206.140000012,5595,0,Guanajuato
2020,11,W19,2336,2336,3750508.6599999974,2127,0,Guanajuato
2020,12,W2,62434,62434,8645456.150000174,51530,0,Guerrero
2020,12,W18,536,536,814601.28,488,0,Guerrero
2020,12,W22,213,213,397471.0899999998,194,0,Guerrero
2020,16,W22,439,439,820118.3699999998,414,0,Michoacán de Ocampo
2020,16,W24,407,407,828592.1399999999,357,0,Michoacán de Ocampo
2020,3,,398,0,0.0,398,54117,Baja California Sur
2020,3,W7,6090,6090,3414369.2200000035,4450,0,Baja California Sur
2020,3,W20,540,540,916557.0000000005,474,0,Baja California Sur
2020,3,W8,4600,4600,2992172.4000000036,3383,0,Baja California Sur
2020,3,W14,1129,1129,1317744.8300000015,873,0,Baja California Sur
2020,3,W1,150,150,18332.599999999988,139,0,Baja California Sur
2020,30,W2,241241,241241,33328243.45999627,204699,0,Veracruz de Ignacio de la Llave
2020,30,W25,7686,7686,16636529.780000016,7293,0,Veracruz de Ignacio de la Llave
2020,20,W7,6632,6632,3743044.699999998,5650,0,Oaxaca
2020,20,W12,1879,1879,1882170.360000002,1583,0,Oaxaca
2020,20,W18,612,612,931061.3600000009,558,0,Oaxaca
2020,31,W14,1373,1373,1605729.5499999986,1258,0,Yucatán
2020,31,W22,442,442,825094.7099999996,420,0,Yucatán
2020,31,W20,686,686,1159211.1199999996,661,0,Yucatán
2020,4,W3,18780,18780,3977945.980000016,15349,0,Campeche
2020,4,W25,3840,3840,8323283.570000002,3241,0,Campeche
2020,4,W19,644,644,1034023.9400000018,522,0,Campeche
2020,5,W10,16494,16494,13602676.569999997,14660,0,Coahuila de Zaragoza
2020,5,W24,1165,1165,2373057.589999999,1098,0,Coahuila de Zaragoza
2020,23,W6,14510,14510,6899219.719999995,10561,0,Quintana Roo
2020,28,W14,3977,3977,4657692.589999995,3461,0,Tamaulipas
2020,28,W21,1276,1276,2270286.02,1205,0,Tamaulipas
2020,28,W24,1032,1032,2105623.579999998,855,0,Tamaulipas
2020,29,W23,88,88,171905.10000000006,80,0,Tlaxcala
2020,29,W16,331,331,443971.86999999994,306,0,Tlaxcala
2020,29,W17,289,289,414101.69000000006,254,0,Tlaxcala
2020,9,W3,545969,545969,115648305.72999889,454832,0,Ciudad de México
2020,9,W4,319765,319765,96155266.2200005,261337,0,Ciudad de México
2020,9,W7,143231,143231,80322051.29999992,118336,0,Ciudad de México
2020,9,W10,73294,73294,60436194.99999997,63876,0,Ciudad de México
2020,9,W20,16705,16705,28300303.949999996,15477,0,Ciudad de México
2020,24,W6,23442,23442,11116540.589999972,18618,0,San Luis Potosí
2020,24,W10,31415,31415,25323944.870000027,30390,0,San Luis Potosí
2020,24,W1,359,359,44220.08000000006,281,0,San Luis Potosí
2020,24,W16,2423,2423,3263447.1100000003,2114,0,San Luis Potosí
2020,24,W23,747,747,1459957.0900000008,658,0,San Luis Potosí
2020,32,W7,9148,9148,5151972.329999993,7060,0,Zacatecas
2020,32,W20,438,438,743538.7,414,0,Zacatecas
2020,32,W1,208,208,25629.759999999966,146,0,Zacatecas
2020,6,W22,210,210,391255.16999999987,169,0,Colima
2020,6,W6,6921,6921,3316331.630000001,5511,0,Colima
2020,6,W20,407,407,688450.7699999998,355,0,Colima
2020,6,W21,273,273,485683.44,233,0,Colima
2020,7,W23,288,288,561989.43,280,0,Chiapas
2020,25,W15,1604,1604,2015779.5000000033,1397,0,Sinaloa
2020,25,W23,415,415,810207.0699999998,386,0,Sinaloa
2020,8,W4,163604,163604,48788518.75000001,147982,0,Chihuahua
2020,8,W5,80235,80235,30940367.300000034,72914,0,Chihuahua
2020,8,W12,8824,8824,8805106.259999992,8190,0,Chihuahua
2020,8,W11,11281,11281,10275843.540000007,10337,0,Chihuahua
2020,8,W21,2109,2109,3751202.670000001,2032,0,Chihuahua
2020,8,W18,3189,3189,4841073.309999999,2955,0,Chihuahua
2020,27,W3,31605,31605,6734301.4900000105,25036,0,Tabasco
2020,27,W4,15969,15969,4774442.549999989,12541,0,Tabasco
2020,27,W6,6689,6689,3179835.789999998,5064,0,Tabasco
2020,27,W11,2305,2305,2098478.4500000016,1895,0,Tabasco
2020,2,W7,38165,38165,21434872.48999995,34385,0,Baja California
2020,13,W3,42092,42092,9007364.58999997,33178,0,Hidalgo
2020,13,W14,1172,1172,1372953.9000000006,891,0,Hidalgo
2020,13,W18,754,754,1146223.8699999999,684,0,Hidalgo
2020,13,W1,919,919,113239.18000000018,887,0,Hidalgo
2020,14,W2,554875,554875,77638852.16998824,480010,0,Jalisco
2020,14,W11,24365,24365,22101217.41,22003,0,Jalisco
2020,15,,1196,0,0.0,1196,806099,Estado México
2020,15,W4,208802,208802,62925739.63000028,169001,0,Estado México
2020,15,W7,68642,68642,38631449.41999992,58362,0,Estado México
2020,15,W15,8480,8480,10668144.360000001,7488,0,Estado México
2020,15,W16,7189,7189,9675981.570000002,6322,0,Estado México
2020,15,W10,27170,27170,22376389.060000006,23953,0,Estado México
2020,15,W13,12926,12926,13990516.719999999,11375,0,Estado México
2020,15,W20,4474,4474,7579856.4399999995,4072,0,Estado México
2020,5,W2,185000,185000,25640946.54999874,167505,0,Coahuila de Zaragoza
2020,5,W5,65702,65702,25455252.66000007,57873,0,Coahuila de Zaragoza
2020,21,W2,227461,227461,31482954.999996264,204028,0,Puebla
2020,21,W13,5960,5960,6447676.2,5366,0,Puebla
2020,22,W23,1163,1163,2269624.4299999997,1037,0,Querétaro
2020,22,W25,13202,13202,28600778.54,12072,0,Querétaro
2020,22,W6,35044,35044,16629054.319999987,28767,0,Querétaro
2020,22,W11,9602,9602,8741946.099999994,8251,0,Querétaro
2020,22,W13,6600,6600,7165555.289999989,5617,0,Querétaro
2020,22,W10,12923,12923,10643764.800000004,10933,0,Querétaro
2020,26,,2256,0,0.0,2256,206951,Sonora
2020,26,W9,12216,12216,8987303.200000009,10346,0,Sonora
2020,26,W13,4848,4848,5258700.3500000015,4328,0,Sonora
2020,26,W19,1796,1796,2882993.539999999,1665,0,Sonora
2020,11,W17,3307,3307,4733555.130000005,3057,0,Guanajuato
2020,11,W21,1628,1628,2896845.1999999997,1505,0,Guanajuato
2020,11,W24,1088,1088,2215080.34,1013,0,Guanajuato
2020,12,W9,3053,3053,2251323.9100000025,2592,0,Guerrero
2020,12,W19,458,458,734941.6799999999,427,0,Guerrero
2020,16,W10,6205,6205,5099760.889999995,5552,0,Michoacán de Ocampo
2020,16,W1,1427,1427,175834.9400000004,808,0,Michoacán de Ocampo
2020,16,W21,528,528,939078.06,484,0,Michoacán de Ocampo
2020,26,W1,1080,1080,133030.60000000018,998,0,Sonora
2020,3,W2,62912,62912,9079628.18000013,44612,0,Baja California Sur
2020,3,W3,34261,34261,7194021.820000014,23522,0,Baja California Sur
2020,3,W6,7781,7781,3697100.999999998,5536,0,Baja California Sur
2020,3,W15,827,827,1041718.1699999991,637,0,Baja California Sur
2020,3,W24,302,302,615612.9800000002,268,0,Baja California Sur
2020,3,W18,621,621,942262.1300000008,465,0,Baja California Sur
2020,3,W23,311,311,607460.9400000001,280,0,Baja California Sur
2020,17,W4,21138,21138,6355369.469999995,17463,0,Morelos
2020,17,W9,4939,4939,3641837.4699999983,3890,0,Morelos
2020,17,W14,1684,1684,1969153.5499999993,1422,0,Morelos
2020,18,W3,28448,28448,6045262.250000005,18663,0,Nayarit
2020,18,W9,2689,2689,1975144.1300000004,2342,0,Nayarit
2020,18,W20,254,254,428427.09000000014,218,0,Nayarit
2020,30,W4,70977,70977,21382149.319999963,60010,0,Veracruz de Ignacio de la Llave
2020,30,W20,2048,2048,3461371.089999999,1947,0,Veracruz de Ignacio de la Llave
2020,31,W6,18372,18372,8840241.739999993,17071,0,Yucatán
2020,31,W12,1955,1955,1948891.830000001,1762,0,Yucatán
2020,31,W17,932,932,1337811.97,875,0,Yucatán
2020,4,W5,8268,8268,3214578.3099999977,6601,0,Campeche
2020,4,W11,1749,1749,1593915.649999999,1374,0,Campeche
2020,5,W13,6529,6529,7082393.369999996,5775,0,Coahuila de Zaragoza
2020,5,W17,3449,3449,4940218.200000002,3207,0,Coahuila de Zaragoza
2020,23,W5,22627,22627,8759845.590000033,16059,0,Quintana Roo
2020,23,W1,129,129,15895.379999999988,119,0,Quintana Roo
2020,23,W12,2330,2330,2323937.4599999995,1840,0,Quintana Roo
2020,23,W20,719,719,1216061.31,594,0,Quintana Roo
2020,23,W24,336,336,685317.0900000001,284,0,Quintana Roo
2020,23,W17,903,903,1294158.0499999993,710,0,Quintana Roo
2020,28,W3,214127,214127,46133875.979997955,196168,0,Tamaulipas
2020,29,,147,0,0.0,147,80141,Tlaxcala
2020,29,W2,32923,32923,4642667.890000125,26147,0,Tlaxcala
2020,29,W5,7581,7581,2922227.0200000014,6160,0,Tlaxcala
2020,29,W19,261,261,419398.45999999996,238,0,Tlaxcala
2020,29,W22,124,124,231748.49000000002,107,0,Tlaxcala
2020,24,W3,77141,77141,16800557.999999896,57913,0,San Luis Potosí
2020,32,W15,1085,1085,1365535.9499999997,977,0,Zacatecas
2020,32,W17,1763,1763,2533704.69,1706,0,Zacatecas
2020,32,W23,224,224,437563.4799999998,204,0,Zacatecas
2020,32,W21,328,328,583254.06,298,0,Zacatecas
2020,6,W2,50337,50337,6980485.690000225,42815,0,Colima
2020,6,W25,976,976,2110605.53,802,0,Colima
2020,6,W1,240,240,29572.800000000054,223,0,Colima
2020,7,W5,13360,13360,5159594.850000006,11829,0,Chiapas
2020,7,W19,680,680,1092022.38,655,0,Chiapas
2020,7,W17,798,798,1143812.7800000003,763,0,Chiapas
2020,25,W2,231066,231066,32397836.419997945,200378,0,Sinaloa
2020,25,W24,387,387,788746.0399999998,360,0,Sinaloa
2020,8,W2,133153,133153,18499494.609998945,118813,0,Chihuahua
2020,8,W24,1400,1400,2854164.7700000005,1350,0,Chihuahua
2020,8,W17,3725,3725,5337430.480000002,3522,0,Chihuahua
2020,27,W7,5330,5330,3002565.0999999978,4201,0,Tabasco
2020,27,W12,1551,1551,1547961.3099999996,1280,0,Tabasco
2020,10,W7,7392,7392,4164743.2700000033,6590,0,Durango
2020,10,W14,1171,1171,1371015.23,1034,0,Durango
2020,10,W20,556,556,940521.0900000002,530,0,Durango
2020,15,W14,10226,10226,11969046.559999999,8774,0,Estado México
2020,1,W9,8171,8171,6015871.430000015,7694,0,Aguascalientes
2020,1,W8,12838,12838,8332914.760000017,12251,0,Aguascalientes
2020,1,W22,517,517,964063.3999999999,493,0,Aguascalientes
2020,2,W24,1727,1727,3521207.830000001,1656,0,Baja California
2020,13,W23,214,214,417841.6599999999,194,0,Hidalgo
2020,14,W25,28528,28528,61762067.01000003,26881,0,Jalisco
2020,14,W14,13024,13024,15235263.519999996,11428,0,Jalisco
2020,15,W3,333556,333556,71130125.64999937,273909,0,Estado México
2020,15,W8,46881,46881,30431659.840000004,40385,0,Estado México
2020,15,W17,6602,6602,9451088.430000003,5955,0,Estado México
2020,15,W1,1888,1888,232618.82000000018,1537,0,Estado México
2020,19,W21,5023,5023,8938761.060000004,4751,0,Nuevo León
2020,19,W24,3510,3510,7152330.510000002,3342,0,Nuevo León
2020,21,W14,3791,3791,4429630.4799999995,3277,0,Puebla
2020,21,W11,6665,6665,6070986.239999992,5402,0,Puebla
2020,21,W17,2564,2564,3672009.030000003,2347,0,Puebla
2020,26,W3,175808,175808,37115623.48999675,150088,0,Sonora
2020,26,W24,724,724,1475148.0700000003,677,0,Sonora
2020,12,W8,4088,4088,2660986.839999997,3492,0,Guerrero
2020,12,W13,1021,1021,1107053.41,850,0,Guerrero
2020,12,W14,732,732,856504.5999999999,593,0,Guerrero
2020,12,W20,355,355,600340.49,331,0,Guerrero
2020,3,W16,733,733,985352.150000001,582,0,Baja California Sur
2020,3,W17,600,600,859543.2099999997,485,0,Baja California Sur
2020,3,W21,401,401,714035.0600000003,348,0,Baja California Sur
2020,17,W13,1978,1978,2138795.81,1690,0,Morelos
2020,17,W22,417,417,779557.6700000004,379,0,Morelos
2020,18,W10,2018,2018,1660212.710000001,1714,0,Nayarit
2020,18,W1,264,264,32530.080000000093,258,0,Nayarit
2020,18,W22,138,138,257944.61000000002,122,0,Nayarit
2020,30,W6,34077,34077,16242196.800000008,27775,0,Veracruz de Ignacio de la Llave
2020,30,W10,18180,18180,14913323.049999988,15722,0,Veracruz de Ignacio de la Llave
2020,30,W21,1821,1821,3237768.439999998,1733,0,Veracruz de Ignacio de la Llave
2020,20,,3920,0,0.0,3920,163875,Oaxaca
2020,20,W17,613,613,879518.6400000001,579,0,Oaxaca
2020,20,W22,208,208,387799.05000000005,190,0,Oaxaca
2020,20,W24,130,130,264192.07999999996,116,0,Oaxaca
2020,20,W8,5843,5843,3798266.8500000024,4933,0,Oaxaca
2020,31,W2,144023,144023,19850556.14999562,128253,0,Yucatán
2020,31,W4,32653,32653,9765975.639999954,28259,0,Yucatán
2020,31,W8,6728,6728,4364943.179999992,5881,0,Yucatán
2020,31,W15,1127,1127,1417009.7399999998,958,0,Yucatán
2020,4,W4,12405,12405,3739413.599999998,10212,0,Campeche
2020,4,W7,7775,7775,4355569.339999999,6762,0,Campeche
2020,4,W10,2432,2432,2010139.9600000004,1811,0,Campeche
2020,4,W1,64,64,7886.080000000004,52,0,Campeche
2020,5,W21,1826,1826,3249354.0199999977,1719,0,Coahuila de Zaragoza
2020,23,W4,37898,37898,11342843.829999981,27661,0,Quintana Roo
2020,23,W15,1208,1208,1518243.4699999993,942,0,Quintana Roo
2020,23,W11,3314,3314,3016197.829999998,2625,0,Quintana Roo
2020,28,W16,2652,2652,3570141.8099999996,2401,0,Tamaulipas
2020,28,W12,6179,6179,6163094.049999996,5300,0,Tamaulipas
2020,29,W14,505,505,590237.8100000005,417,0,Tlaxcala
2020,29,W8,2327,2327,1509229.2699999984,2013,0,Tlaxcala
2020,9,W8,109934,109934,71404296.97999993,93896,0,Ciudad de México
2020,9,W18,22475,22475,34150350.35000001,20787,0,Ciudad de México
2020,9,W1,3338,3338,409830.170000001,2538,0,Ciudad de México
2020,24,W4,62189,62189,18658354.210000068,45896,0,San Luis Potosí
2020,24,W5,38578,38578,14924312.340000067,31265,0,San Luis Potosí
2020,24,W15,2797,2797,3522832.699999999,2408,0,San Luis Potosí
2020,32,W2,59444,59444,8309324.520000271,51958,0,Zacatecas
2020,32,W4,20457,20457,6092406.170000009,16762,0,Zacatecas
2020,6,W7,6175,6175,3451457.089999998,4461,0,Colima
2020,7,W25,1296,1296,2804106.3000000003,1265,0,Chiapas
2020,7,W9,4716,4716,3470982.339999999,4227,0,Chiapas
2020,7,W8,6503,6503,4226967.019999996,5761,0,Chiapas
2020,7,W7,8717,8717,4926547.459999982,7652,0,Chiapas
2020,25,W16,1364,1364,1840481.7500000002,1212,0,Sinaloa
2020,27,W9,3807,3807,2805158.559999996,2912,0,Tabasco
2020,27,W17,611,611,875555.6600000006,504,0,Tabasco
2020,27,W24,284,284,578336.6900000001,272,0,Tabasco
2020,27,W15,821,821,1032801.5199999984,719,0,Tabasco
2020,10,W1,314,314,38691.07999999999,294,0,Durango
2020,10,W22,351,351,655419.02,331,0,Durango
2020,13,W11,2871,2871,2606808.899999998,2172,0,Hidalgo
2020,1,W17,1546,1546,2212801.129999997,1457,0,Aguascalientes
2020,1,W1,1165,1165,135971.78000000006,1143,0,Aguascalientes
2020,2,W22,2361,2361,4408776.0200000005,2271,0,Baja California
2020,13,W6,9531,9531,4536594.900000001,7815,0,Hidalgo
2020,13,W10,3802,3802,3116387.1799999983,3096,0,Hidalgo
2020,13,,400,0,0.0,400,172634,Hidalgo
2020,14,W21,4495,4495,8002949.680000003,4193,0,Jalisco
2020,15,W19,5283,5283,8482467.620000005,4847,0,Estado México
2020,19,W13,15703,15703,17022018.540000003,14413,0,Nuevo León
2020,19,W6,102068,102068,48441131.14000002,91908,0,Nuevo León
2020,19,W11,24305,24305,22127016.34999999,21988,0,Nuevo León
2020,5,W4,108335,108335,32491260.360000025,94206,0,Coahuila de Zaragoza
2020,21,W8,14061,14061,9145881.929999992,11776,0,Puebla
2020,22,,980,0,0.0,980,125964,Querétaro
2020,2,W1,2,2,205.36,2,0,Baja California
2020,26,W15,2811,2811,3537580.0,2519,0,Sonora
2020,11,W22,1415,1415,2641403.0999999996,1291,0,Guanajuato
2020,11,W5,75489,75489,29158615.67000012,63970,0,Guanajuato
2020,11,W12,7551,7551,7535643.820000007,6737,0,Guanajuato
2020,11,W14,5086,5086,5958132.029999999,4374,0,Guanajuato
2020,11,,1087,0,0.0,1087,243513,Guanajuato
2020,12,W25,904,904,1957000.82,841,0,Guerrero
2020,12,W23,152,152,296662.6,142,0,Guerrero
2020,16,W16,1857,1857,2506423.4699999997,1623,0,Michoacán de Ocampo
2020,16,W6,28314,28314,13504155.03999998,24427,0,Michoacán de Ocampo
2020,16,W20,694,694,1174142.39,645,0,Michoacán de Ocampo
2020,16,W25,2954,2954,6396109.289999999,2688,0,Michoacán de Ocampo
2020,16,W12,3429,3429,3417208.1100000003,2937,0,Michoacán de Ocampo
2020,16,W15,2323,2323,2919899.21,2071,0,Michoacán de Ocampo
2020,16,W17,1602,1602,2293629.1999999983,1520,0,Michoacán de Ocampo
2020,3,W5,12507,12507,4874175.829999998,8456,0,Baja California Sur
2020,3,W4,18256,18256,5479268.529999999,13462,0,Baja California Sur
2020,3,W25,2368,2368,5127516.819999998,2097,0,Baja California Sur
2020,3,W11,2272,2272,2069111.31,1743,0,Baja California Sur
2020,3,W13,1301,1301,1408727.9799999981,1059,0,Baja California Sur
2020,3,W19,567,567,908352.8000000007,467,0,Baja California Sur
2020,17,W7,8182,8182,4621619.369999994,6935,0,Morelos
2020,17,W2,67668,67668,9374108.460000183,60537,0,Morelos
2020,17,W10,4228,4228,3474308.119999998,3644,0,Morelos
2020,17,W12,2372,2372,2365463.6799999997,2086,0,Morelos
2020,17,,4374,0,0.0,4374,97192,Morelos
2020,18,W7,4824,4824,2713827.84,3850,0,Nayarit
2020,18,W2,58074,58074,8007507.000000294,48508,0,Nayarit
2020,18,W5,9997,9997,3871533.970000001,6787,0,Nayarit
2020,18,W11,1456,1456,1325115.5999999996,1245,0,Nayarit
2020,18,W17,405,405,578558.54,360,0,Nayarit
2020,18,W13,837,837,905834.7499999999,722,0,Nayarit
2020,30,W7,37038,37038,21099282.00999998,31494,0,Veracruz de Ignacio de la Llave
2020,30,W15,4650,4650,5834946.3599999985,4340,0,Veracruz de Ignacio de la Llave
2020,30,W22,1364,1364,2544660.4999999995,1296,0,Veracruz de Ignacio de la Llave
2020,30,,30048,0,0.0,30048,444780,Veracruz de Ignacio de la Llave
2020,20,W5,9391,9391,3618860.2599999933,7767,0,Oaxaca
2020,20,W15,826,826,1034282.7799999997,731,0,Oaxaca
2020,20,W19,484,484,777539.2099999997,456,0,Oaxaca
2020,20,W21,236,236,420512.44999999995,220,0,Oaxaca
2020,31,,828,0,0.0,828,112173,Yucatán
2020,31,W5,19061,19061,7353748.670000026,16871,0,Yucatán
2020,31,W18,940,940,1430210.1399999987,904,0,Yucatán
2020,4,W8,4343,4343,2836956.6000000024,3351,0,Campeche
2020,4,W21,511,511,909289.7799999999,436,0,Campeche
2020,5,,996,0,0.0,996,117771,Coahuila de Zaragoza
2020,5,W11,11183,11183,10186307.709999992,9770,0,Coahuila de Zaragoza
2020,5,W23,1184,1184,2312095.8399999985,1124,0,Coahuila de Zaragoza
2020,23,W21,662,662,1177630.25,596,0,Quintana Roo
2020,23,W23,430,430,840321.52,359,0,Quintana Roo
2020,28,W13,4884,4884,5293748.549999999,4284,0,Tamaulipas
2020,28,W20,1640,1640,2776447.410000001,1529,0,Tamaulipas
2020,29,W3,26569,26569,5627779.889999995,18122,0,Tlaxcala
2020,29,W13,596,596,646213.16,521,0,Tlaxcala
2020,9,W14,34373,34373,40261965.810000025,30949,0,Ciudad de México
2020,9,W17,27107,27107,38809254.14999996,24752,0,Ciudad de México
2020,32,W11,3426,3426,3111818.289999999,2837,0,Zacatecas
2020,32,W25,1291,1291,2795927.5300000007,1134,0,Zacatecas
2020,6,W4,12609,12609,3795698.8500000034,9669,0,Colima
2020,6,W19,390,390,625834.7200000004,346,0,Colima
2020,7,W18,822,822,1252431.9299999995,782,0,Chiapas
2020,7,W24,221,221,450175.97999999986,211,0,Chiapas
2020,7,W11,3138,3138,2845457.3399999975,2824,0,Chiapas
2020,25,W6,28475,28475,13648180.219999999,24608,0,Sinaloa
2020,7,W22,376,376,701571.8799999998,368,0,Chiapas
2020,8,W22,2049,2049,3825334.4400000004,1974,0,Chihuahua
2020,8,W16,4024,4024,5415063.389999999,3766,0,Chihuahua
2020,27,W5,10387,10387,4003918.030000009,7797,0,Tabasco
2020,27,W25,2490,2490,5391905.6400000015,2243,0,Tabasco
2020,27,W16,812,812,1093484.9700000002,671,0,Tabasco
2020,27,W18,533,533,811273.0400000003,482,0,Tabasco
2020,27,W21,423,423,752259.94,389,0,Tabasco
2020,10,W2,99844,99844,13864160.920000318,92413,0,Durango
2020,1,W7,18055,18055,10156900.189999994,17116,0,Aguascalientes
2020,1,W16,1710,1710,2304813.1099999985,1630,0,Aguascalientes
2020,2,W3,421372,421372,88150255.12999758,375220,0,Baja California
2020,2,W4,165321,165321,49556594.68999992,155171,0,Baja California
