anio,cve_entidad,rango_salarial,ta,ta_sal,masa_sal_ta,permanentes,no_trabajadores,entidad
2018,25,W23,2990,2990,6016035.47,2713,0,Sinaloa
2018,25,W1,221,221,19409.75000000002,212,0,Sinaloa
2018,25,W20,503,503,868514.3699999996,462,0,Sinaloa
2018,30,W15,5051,5051,6470105.76,4784,0,Veracruz de Ignacio de la Llave
2018,6,W5,16208,16208,6127155.410000002,13618,0,Colima
2018,28,W2,232093,232093,28594142.259998653,204022,0,Tamaulipas
2018,7,W15,1195,1195,1526917.2700000005,1165,0,Chiapas
2018,8,,6751,0,0.0,6751,211993,Chihuahua
2018,8,W22,1704,1704,3229904.2999999993,1654,0,Chihuahua
2018,8,W10,11679,11679,9787036.020000007,10748,0,Chihuahua
2018,29,W20,135,135,232359.4899999999,123,0,Tlaxcala
2018,20,W7,7101,7101,4049964.5299999956,6196,0,Oaxaca
2018,20,W14,888,888,1058050.7100000011,796,0,Oaxaca
2018,20,W15,891,891,1139449.0000000005,837,0,Oaxaca
2018,1,W13,2322,2322,2553379.4899999993,2156,0,Aguascalientes
2018,2,W16,3619,3619,4955510.729999995,3345,0,Baja California
2018,2,W10,11305,11305,9478090.45000001,10563,0,Baja California
2018,13,W13,1284,1284,1414079.2800000003,1041,0,Hidalgo
2018,14,W5,120857,120857,47755836.84999997,104202,0,Jalisco
2018,15,W3,316788,316788,69027398.22999968,250854,0,Estado México
2018,15,W17,5640,5640,8209271.270000001,5126,0,Estado México
2018,15,W13,11515,11515,12687836.929999992,9916,0,Estado México
2018,19,W7,75545,75545,42896204.92000003,67986,0,Nuevo León
2018,19,W4,209243,209243,64235042.36000034,183555,0,Nuevo León
2018,19,W15,10383,10383,13306670.230000002,9690,0,Nuevo León
2018,19,W14,11236,11236,13387137.010000002,10441,0,Nuevo León
2018,19,W13,13143,13143,14495333.089999989,12100,0,Nuevo León
2018,22,W10,10326,10326,8660897.350000013,8673,0,Querétaro
2018,22,W23,12202,12202,24555512.45000001,11238,0,Querétaro
2018,22,W15,4091,4091,5234198.449999995,3625,0,Querétaro
2018,23,W5,24053,24053,9492617.750000017,15870,0,Quintana Roo
2018,23,W16,1069,1069,1466245.0300000007,848,0,Quintana Roo
2018,23,W23,3689,3689,7425783.470000004,2972,0,Quintana Roo
2018,24,W16,1990,1990,2724087.160000001,1758,0,San Luis Potosí
2018,24,W12,3624,3624,3679698.3400000003,3097,0,San Luis Potosí
2018,9,W15,31181,31181,39924347.11,28528,0,Ciudad de México
2018,9,W1,1503,1503,132232.72000000023,1256,0,Ciudad de México
2018,26,W14,3304,3304,3947006.030000001,2947,0,Sonora
2018,26,W15,2851,2851,3641227.089999998,2576,0,Sonora
2018,26,W5,35022,35022,13869647.66,29788,0,Sonora
2018,12,W3,27247,27247,5870763.9800000135,19154,0,Guerrero
2018,12,W8,3591,3591,2372650.090000001,3139,0,Guerrero
2018,12,W9,2665,2665,1994203.6199999996,2175,0,Guerrero
2018,12,W14,703,703,837206.0200000003,599,0,Guerrero
2018,12,W1,54,54,4700.939999999998,51,0,Guerrero
2018,16,W11,3573,3573,3303390.629999998,3087,0,Michoacán de Ocampo
2018,16,W8,8778,8778,5767059.939999998,7693,0,Michoacán de Ocampo
2018,16,,7252,0,0.0,7252,238404,Michoacán de Ocampo
2018,16,W10,4271,4271,3583335.979999993,3668,0,Michoacán de Ocampo
2018,17,W2,82637,82637,9863116.209999932,72164,0,Morelos
2018,17,W3,35829,35829,7691184.250000002,29018,0,Morelos
2018,17,W19,481,481,785525.9200000002,458,0,Morelos
2018,17,W13,1572,1572,1727775.9900000002,1380,0,Morelos
2018,17,W14,1448,1448,1730547.3900000006,1303,0,Morelos
2018,17,W12,1997,1997,2027767.4400000004,1791,0,Morelos
2018,17,W21,403,403,732493.6599999998,380,0,Morelos
2018,32,W17,584,584,851117.8200000003,512,0,Zacatecas
2018,3,,408,0,0.0,408,51362,Baja California Sur
2018,10,W2,126722,126722,15174845.16999964,114749,0,Durango
2018,10,W3,44864,44864,9648048.090000007,39005,0,Durango
2018,10,W22,254,254,480911.4099999998,246,0,Durango
2018,10,W12,1754,1754,1781159.4099999992,1597,0,Durango
2018,10,W18,456,456,705127.3,436,0,Durango
2018,31,W23,2408,2408,4843351.68,2338,0,Yucatán
2018,31,W3,54759,54759,11718366.939999994,46946,0,Yucatán
2018,31,W20,413,413,711886.7799999999,403,0,Yucatán
2018,4,W2,51464,51464,6148193.009999958,41360,0,Campeche
2018,4,W15,803,803,1029334.3200000001,637,0,Campeche
2018,4,W9,2338,2338,1753743.3599999985,1863,0,Campeche
2018,5,W10,12191,12191,10210535.079999985,10395,0,Coahuila de Zaragoza
2018,5,W23,10112,10112,20347753.63000001,9678,0,Coahuila de Zaragoza
2018,5,W15,4126,4126,5276356.240000002,3713,0,Coahuila de Zaragoza
2018,18,W3,23839,23839,5145953.420000003,16801,0,Nayarit
2018,18,W23,643,643,1293750.7000000002,526,0,Nayarit
2018,25,W22,465,465,880962.5699999998,432,0,Sinaloa
2018,30,W11,10197,10197,9437273.479999997,9123,0,Veracruz de Ignacio de la Llave
2018,30,W2,297789,297789,34654799.72999701,249049,0,Veracruz de Ignacio de la Llave
2018,30,W9,15740,15740,11742466.790000014,13469,0,Veracruz de Ignacio de la Llave
2018,30,W16,3773,3773,5156132.189999996,3563,0,Veracruz de Ignacio de la Llave
2018,6,,1868,0,0.0,1868,50171,Colima
2018,6,W9,2024,2024,1517549.2000000011,1574,0,Colima
2018,6,W7,3896,3896,2214778.569999999,3061,0,Colima
2018,6,W23,832,832,1673416.7700000003,744,0,Colima
2018,6,W11,1117,1117,1033526.1299999998,843,0,Colima
2018,6,W13,937,937,1028661.2699999992,715,0,Colima
2018,6,W20,179,179,308153.77999999997,150,0,Colima
2018,27,W2,82997,82997,9767235.659999298,71251,0,Tabasco
2018,28,W9,10909,10909,8166498.509999991,9633,0,Tamaulipas
2018,28,W11,6461,6461,5987207.090000002,5796,0,Tamaulipas
2018,28,W18,1718,1718,2653542.9200000004,1625,0,Tamaulipas
2018,7,W11,2481,2481,2300797.55,2288,0,Chiapas
2018,7,W18,575,575,888910.0999999988,556,0,Chiapas
2018,8,W5,60169,60169,23711207.910000034,54189,0,Chihuahua
2018,8,W19,2393,2393,3907840.660000001,2297,0,Chihuahua
2018,8,W11,9287,9287,8599820.120000001,8612,0,Chihuahua
2018,20,W12,1456,1456,1479868.8499999987,1289,0,Oaxaca
2018,1,W12,2572,2572,2612470.4399999995,2420,0,Aguascalientes
2018,2,W4,113410,113410,34569443.99000004,105400,0,Baja California
2018,2,W17,3251,3251,4735378.920000001,3040,0,Baja California
2018,2,W12,7245,7245,7359567.720000007,6736,0,Baja California
2018,13,W9,4015,4015,3002148.9899999965,3173,0,Hidalgo
2018,13,W2,104653,104653,12403053.81999879,86067,0,Hidalgo
2018,14,W13,13293,13293,14665981.589999996,11818,0,Jalisco
2018,15,W18,4634,4634,7161421.950000003,4222,0,Estado México
2018,19,W3,323125,323125,70154345.9099998,283498,0,Nuevo León
2018,19,,1259,0,0.0,1259,323324,Nuevo León
2018,22,W8,18502,18502,12219497.639999978,15600,0,Querétaro
2018,23,W9,5664,5664,4241881.910000007,4059,0,Quintana Roo
2018,23,W11,2839,2839,2627167.2000000016,2022,0,Quintana Roo
2018,23,W17,1043,1043,1517996.4900000005,889,0,Quintana Roo
2018,24,W4,53213,53213,16304334.250000017,40837,0,San Luis Potosí
2018,9,W16,28804,28804,39428871.87999995,26509,0,Ciudad de México
2018,9,W12,45246,45246,45975712.16999996,40528,0,Ciudad de México
2018,9,W11,53339,53339,49400026.71000001,47584,0,Ciudad de México
2018,26,W20,966,966,1663053.4799999995,905,0,Sonora
2018,26,W21,878,878,1589453.4400000004,800,0,Sonora
2018,11,W7,34068,34068,19323191.810000017,29770,0,Guanajuato
2018,11,W4,109079,109079,33299917.04,92667,0,Guanajuato
2018,11,W5,59040,59040,23343288.460000027,50509,0,Guanajuato
2018,11,W13,5443,5443,6000705.709999996,4846,0,Guanajuato
2018,12,W4,13272,13272,4069083.7399999956,10006,0,Guerrero
2018,12,W19,285,285,466106.8,261,0,Guerrero
2018,16,W12,2517,2517,2553931.8199999984,2284,0,Michoacán de Ocampo
2018,16,W16,1623,1623,2231162.17,1528,0,Michoacán de Ocampo
2018,16,W21,898,898,1626867.4699999997,766,0,Michoacán de Ocampo
2018,32,W13,1033,1033,1135318.049999999,850,0,Zacatecas
2018,32,W15,808,808,1032910.8499999995,725,0,Zacatecas
2018,32,W12,1359,1359,1379947.8900000006,1119,0,Zacatecas
2018,32,,609,0,0.0,609,83995,Zacatecas
2018,10,W8,4735,4735,3122597.1999999997,4282,0,Durango
2018,10,W23,1734,1734,3489132.4199999995,1686,0,Durango
2018,31,W10,2689,2689,2252810.2299999995,2486,0,Yucatán
2018,31,W22,304,304,575993.08,290,0,Yucatán
2018,4,W14,1047,1047,1242652.0099999998,781,0,Campeche
2018,4,W18,494,494,764958.3300000004,421,0,Campeche
2018,4,W16,822,822,1123933.2299999995,640,0,Campeche
2018,18,W6,5493,5493,2663388.190000007,4417,0,Nayarit
2018,18,W10,1405,1405,1175805.3800000001,1198,0,Nayarit
2018,21,W13,4032,4032,4439623.440000004,3556,0,Puebla
2018,21,W14,3517,3517,4196265.999999996,3178,0,Puebla
2018,25,W3,90959,90959,19539159.019999832,73565,0,Sinaloa
2018,25,W11,3099,3099,2872732.320000002,2757,0,Sinaloa
2018,25,W14,1950,1950,2333171.970000002,1747,0,Sinaloa
2018,25,W16,1215,1215,1663975.319999999,1139,0,Sinaloa
2018,25,,5776,0,0.0,5776,284554,Sinaloa
2018,25,W21,465,465,843437.3200000003,420,0,Sinaloa
2018,30,W8,32678,32678,21544889.870000035,29430,0,Veracruz de Ignacio de la Llave
2018,30,W21,1428,1428,2583497.159999999,1340,0,Veracruz de Ignacio de la Llave
2018,6,W2,60165,60165,7199175.090000146,50438,0,Colima
2018,6,W16,483,483,661324.26,425,0,Colima
2018,6,W8,2819,2819,1856990.8000000005,2297,0,Colima
2018,6,W19,218,218,356308.1699999999,195,0,Colima
2018,6,W21,170,170,307943.79000000004,144,0,Colima
2018,6,W1,67,67,5882.519999999997,60,0,Colima
2018,6,W22,148,148,280290.9,132,0,Colima
2018,27,W1,59,59,5201.559999999996,33,0,Tabasco
2018,27,W22,269,269,509031.22000000003,251,0,Tabasco
2018,27,W15,654,654,837528.4099999999,582,0,Tabasco
2018,28,W5,46236,46236,18219254.86999996,41119,0,Tamaulipas
2018,28,W1,309,309,27074.030000000006,230,0,Tamaulipas
2018,28,W19,1572,1572,2566196.49,1493,0,Tamaulipas
2018,7,W17,680,680,991436.23,650,0,Chiapas
2018,7,W6,10106,10106,4877384.889999995,9032,0,Chiapas
2018,8,W18,3223,3223,4976118.279999997,3100,0,Chihuahua
2018,29,W5,6271,6271,2471820.6300000013,5126,0,Tlaxcala
2018,29,W23,756,756,1520242.5399999998,690,0,Tlaxcala
2018,29,W1,17,17,1502.1199999999994,13,0,Tlaxcala
2018,20,W2,101896,101896,12242596.219998548,89895,0,Oaxaca
2018,20,W8,5557,5557,3667263.600000009,4967,0,Oaxaca
2018,20,W5,10488,10488,4150139.3099999903,8756,0,Oaxaca
2018,20,W13,1207,1207,1332402.7000000014,1049,0,Oaxaca
2018,25,W2,274403,274403,33584770.449999586,235722,0,Sinaloa
2018,1,W5,23333,23333,9228438.860000003,21694,0,Aguascalientes
2018,1,W7,13576,13576,7715846.709999989,12742,0,Aguascalientes
2018,1,W22,446,446,844583.5399999996,436,0,Aguascalientes
2018,1,W19,578,578,943671.5699999997,552,0,Aguascalientes
2018,1,W16,1301,1301,1784263.3699999996,1217,0,Aguascalientes
2018,1,W14,1833,1833,2187590.530000001,1711,0,Aguascalientes
2018,1,W17,953,953,1388116.74,917,0,Aguascalientes
2018,1,W18,726,726,1121910.03,692,0,Aguascalientes
2018,2,W13,5634,5634,6213814.800000012,5267,0,Baja California
2018,2,W6,39891,39891,19285592.549999975,34999,0,Baja California
2018,2,W5,61183,61183,24115295.340000056,55914,0,Baja California
2018,2,W9,14848,14848,11120197.210000012,13746,0,Baja California
2018,2,W15,4109,4109,5262521.900000001,3898,0,Baja California
2018,13,W15,946,946,1209106.08,827,0,Hidalgo
2018,13,W18,481,481,743176.4099999998,428,0,Hidalgo
2018,14,W8,48802,48802,32227026.9,43886,0,Jalisco
2018,14,W23,23834,23834,47953629.999999985,22378,0,Jalisco
2018,14,W21,4099,4099,7432929.77,3869,0,Jalisco
2018,15,W2,636435,636435,76355215.38999574,526958,0,Estado México
2018,15,W14,10498,10498,12545746.309999997,9097,0,Estado México
2018,15,W20,3568,3568,6148840.490000002,3219,0,Estado México
2018,19,W2,526073,526073,66763689.55999772,484487,0,Nuevo León
2018,19,W10,25608,25608,21473416.98999999,23323,0,Nuevo León
2018,22,W2,192190,192190,23781867.079999734,158326,0,Querétaro
2018,22,W16,3498,3498,4788587.700000001,3136,0,Querétaro
2018,22,W17,2930,2930,4272912.389999997,2649,0,Querétaro
2018,22,W20,2466,2466,4245477.129999998,2266,0,Querétaro
2018,22,,893,0,0.0,893,119786,Querétaro
2018,23,W10,3852,3852,3231661.309999995,2923,0,Quintana Roo
2018,23,W15,1203,1203,1539633.6000000003,903,0,Quintana Roo
2018,24,W7,14467,14467,8256819.250000019,12098,0,San Luis Potosí
2018,24,W8,10421,10421,6871578.080000003,8882,0,San Luis Potosí
2018,24,W11,4364,4364,4046477.630000001,3717,0,San Luis Potosí
2018,24,W13,3702,3702,4078993.989999999,3138,0,San Luis Potosí
2018,24,W18,1356,1356,2095465.6899999967,1204,0,San Luis Potosí
2018,24,W20,961,961,1654101.0900000005,847,0,San Luis Potosí
2018,9,W5,224624,224624,89004757.87000006,188910,0,Ciudad de México
2018,9,W21,13340,13340,24165745.0,12423,0,Ciudad de México
2018,26,W23,5825,5825,11722739.290000003,5463,0,Sonora
2018,26,W9,8826,8826,6608593.249999996,7707,0,Sonora
2018,11,W9,17298,17298,12940390.760000017,15476,0,Guanajuato
2018,11,W12,6716,6716,6813195.419999994,5952,0,Guanajuato
2018,11,W15,4231,4231,5411190.050000001,3858,0,Guanajuato
2018,11,W17,2746,2746,3996527.37,2511,0,Guanajuato
2018,12,W7,4532,4532,2597983.5800000047,3814,0,Guerrero
2018,12,W12,1151,1151,1168115.9099999988,892,0,Guerrero
2018,12,W21,161,161,291447.67,148,0,Guerrero
2018,16,W4,39387,39387,12042788.509999963,30978,0,Michoacán de Ocampo
2018,16,W14,2175,2175,2605344.300000001,1926,0,Michoacán de Ocampo
2018,17,W20,408,408,702353.8099999997,386,0,Morelos
2018,32,W8,5333,5333,3505417.089999998,4323,0,Zacatecas
2018,32,W18,330,330,509186.6299999999,296,0,Zacatecas
2018,32,W9,3612,3612,2706741.6399999955,3044,0,Zacatecas
2018,3,W8,4849,4849,3212708.269999997,3840,0,Baja California Sur
2018,3,W9,3077,3077,2305742.4999999967,2271,0,Baja California Sur
2018,3,W18,571,571,883486.8600000005,499,0,Baja California Sur
2018,10,W7,6133,6133,3498900.1599999983,5453,0,Durango
2018,10,W6,8852,8852,4282338.480000005,7865,0,Durango
2018,10,W1,122,122,10730.379999999994,113,0,Durango
2018,10,W15,1028,1028,1315380.4499999997,952,0,Durango
2018,10,W20,327,327,563858.49,310,0,Durango
2018,31,W4,25455,25455,7781644.879999995,22391,0,Yucatán
2018,31,W5,15466,15466,6112432.079999994,13973,0,Yucatán
2018,31,W15,1381,1381,1772186.8700000008,1321,0,Yucatán
2018,31,W1,306,306,26905.310000000012,214,0,Yucatán
2018,4,W6,6739,6739,3288779.1200000006,5373,0,Campeche
2018,4,W21,336,336,608850.5800000003,281,0,Campeche
2018,4,W7,6361,6361,3581370.6400000057,5411,0,Campeche
2018,18,W16,372,372,508756.3099999999,334,0,Nayarit
2018,18,W15,455,455,581623.52,407,0,Nayarit
2018,18,W18,176,176,271983.03,154,0,Nayarit
2018,21,W23,9860,9860,19848368.79,8997,0,Puebla
2018,25,W7,12531,12531,7143253.559999994,10993,0,Sinaloa
2018,25,W10,4113,4113,3446435.539999999,3638,0,Sinaloa
2018,25,W12,2568,2568,2605275.1699999985,2304,0,Sinaloa
2018,25,W13,1990,1990,2192885.4700000016,1762,0,Sinaloa
2018,30,W6,38588,38588,18721647.12999998,31669,0,Veracruz de Ignacio de la Llave
2018,6,W12,892,892,904834.46,637,0,Colima
2018,27,W8,3788,3788,2498144.980000003,3129,0,Tabasco
2018,27,W20,290,290,499186.06999999995,271,0,Tabasco
2018,27,W14,747,747,890386.3099999999,687,0,Tabasco
2018,28,,3471,0,0.0,3471,162752,Tamaulipas
2018,28,W8,15169,15169,10010017.66999999,13605,0,Tamaulipas
2018,28,W10,8304,8304,6958647.509999998,7331,0,Tamaulipas
2018,28,W7,26231,26231,14824893.199999988,23477,0,Tamaulipas
2018,7,,5945,0,0.0,5945,186504,Chiapas
2018,7,W2,110779,110779,13037921.70999866,97641,0,Chiapas
2018,7,W21,351,351,636731.2400000001,336,0,Chiapas
2018,8,W4,106689,106689,32501010.37000003,96355,0,Chihuahua
2018,8,W13,5955,5955,6576148.259999998,5483,0,Chihuahua
2018,8,W20,2084,2084,3585803.119999999,2018,0,Chihuahua
2018,29,,155,0,0.0,155,77439,Tlaxcala
2018,29,W22,131,131,248529.10999999987,121,0,Tlaxcala
2018,20,W10,2763,2763,2304639.820000002,2438,0,Oaxaca
2018,20,W18,357,357,551954.86,331,0,Oaxaca
2018,20,W19,236,236,386071.7000000002,217,0,Oaxaca
2018,20,W20,245,245,422477.75000000047,231,0,Oaxaca
2018,23,W18,800,800,1240371.3000000014,653,0,Quintana Roo
2018,1,W3,57841,57841,12515651.209999984,52032,0,Aguascalientes
2018,1,W23,3271,3271,6582832.369999998,3206,0,Aguascalientes
2018,14,,17659,0,0.0,17659,403444,Jalisco
2018,14,W16,8091,8091,11077668.429999998,7510,0,Jalisco
2018,14,W11,19527,19527,18083807.689999994,17596,0,Jalisco
2018,15,W21,2993,2993,5422409.26,2760,0,Estado México
2018,15,W7,61979,61979,35235783.57000001,52669,0,Estado México
2018,15,W23,22927,22927,46137283.330000006,20918,0,Estado México
2018,15,W12,13239,13239,13440874.790000005,11453,0,Estado México
2018,15,W8,43109,43109,28440845.730000004,36825,0,Estado México
2018,15,W9,29357,29357,21967785.870000016,25288,0,Estado México
2018,15,W1,917,917,80859.54000000007,620,0,Estado México
2018,19,W6,94579,94579,45820093.779999875,84775,0,Nuevo León
2018,19,W19,5113,5113,8354269.369999997,4846,0,Nuevo León
2018,19,W11,19522,19522,18082367.479999993,17713,0,Nuevo León
2018,19,W22,4644,4644,8803066.190000001,4462,0,Nuevo León
2018,22,W6,31275,31275,15168111.749999955,25695,0,Querétaro
2018,22,W7,24783,24783,14142345.260000005,20456,0,Querétaro
2018,22,W9,14133,14133,10572002.109999994,12111,0,Querétaro
2018,22,W12,7244,7244,7352674.550000003,6286,0,Querétaro
2018,22,W22,1722,1722,3263132.559999998,1559,0,Querétaro
2018,22,W18,2535,2535,3915144.9399999985,2280,0,Querétaro
2018,23,W3,72389,72389,15474115.55999995,46328,0,Quintana Roo
2018,23,W13,1690,1690,1863711.9800000023,1269,0,Quintana Roo
2018,23,W19,731,731,1192908.1600000004,632,0,Quintana Roo
2018,23,W20,558,558,960338.7100000002,475,0,Quintana Roo
2018,24,W6,41233,41233,19841315.490000024,37576,0,San Luis Potosí
2018,24,W10,5552,5552,4658132.430000003,4613,0,San Luis Potosí
2018,24,W14,2907,2907,3472196.7699999977,2513,0,San Luis Potosí
2018,24,W15,2508,2508,3211073.2500000005,2218,0,San Luis Potosí
2018,9,W9,80841,80841,60606271.120000005,70318,0,Ciudad de México
2018,9,W14,35788,35788,42731258.51,32293,0,Ciudad de México
2018,26,,2531,0,0.0,2531,184098,Sonora
2018,26,W2,267895,267895,32973003.99999861,230906,0,Sonora
2018,26,W19,1238,1238,2022497.2600000005,1151,0,Sonora
2018,26,W11,5908,5908,5466908.300000001,5220,0,Sonora
2018,11,W11,8899,8899,8242112.3000000045,7823,0,Guanajuato
2018,11,W21,1270,1270,2301414.57,1152,0,Guanajuato
2018,12,W11,1420,1420,1312975.8499999996,1061,0,Guerrero
2018,12,W13,933,933,1029514.9800000002,771,0,Guerrero
2018,12,W16,588,588,804270.2800000003,543,0,Guerrero
2018,16,W2,208274,208274,24471819.159996785,168012,0,Michoacán de Ocampo
2018,16,W3,72511,72511,15693449.489999967,56216,0,Michoacán de Ocampo
2018,16,W23,5208,5208,10471199.010000002,4684,0,Michoacán de Ocampo
2018,16,W15,1585,1585,2026876.4900000007,1375,0,Michoacán de Ocampo
2018,16,W22,1055,1055,2001292.9999999993,947,0,Michoacán de Ocampo
2018,17,W7,7601,7601,4340099.120000001,6344,0,Morelos
2018,32,W21,328,328,593956.1500000001,291,0,Zacatecas
2018,32,W23,4866,4866,9800820.009999998,4255,0,Zacatecas
2018,32,W22,247,247,468815.35,210,0,Zacatecas
2018,3,W2,81444,81444,10389031.099999674,56205,0,Baja California Sur
2018,3,W14,884,884,1053309.3900000001,718,0,Baja California Sur
2018,10,,873,0,0.0,873,82301,Durango
2018,10,W9,3267,3267,2441982.39,3007,0,Durango
2018,31,W14,1108,1108,1315541.3999999997,1013,0,Yucatán
2018,3,W15,718,718,921941.5999999995,586,0,Baja California Sur
2018,4,W19,483,483,789858.9199999997,403,0,Campeche
2018,5,,1154,0,0.0,1154,103408,Coahuila de Zaragoza
2018,5,W21,1459,1459,2642212.2500000005,1361,0,Coahuila de Zaragoza
2018,18,W4,12928,12928,3945233.4299999955,8882,0,Nayarit
2018,18,W22,99,99,187453.43,89,0,Nayarit
2018,18,W13,612,612,671865.4400000006,516,0,Nayarit
2018,21,W11,7421,7421,6857402.629999986,6474,0,Puebla
2018,21,W1,391,391,34476.96000000002,336,0,Puebla
2018,25,W19,596,596,974682.6099999996,559,0,Sinaloa
2018,30,W4,62391,62391,19144007.62999998,51742,0,Veracruz de Ignacio de la Llave
2018,30,W3,103731,103731,22368339.429999918,85667,0,Veracruz de Ignacio de la Llave
2018,30,W1,397,397,34720.92000000001,328,0,Veracruz de Ignacio de la Llave
2018,6,W6,5058,5058,2435728.1500000022,3844,0,Colima
2018,6,W14,849,849,1013628.53,702,0,Colima
2018,6,W15,559,559,714312.6600000004,488,0,Colima
2018,27,,3794,0,0.0,3794,155045,Tabasco
2018,27,W6,5916,5916,2864177.7899999996,4780,0,Tabasco
2018,27,W16,623,623,854433.5300000012,522,0,Tabasco
2018,28,W6,29542,29542,14265193.059999982,26181,0,Tamaulipas
2018,28,W15,3321,3321,4253085.199999999,3109,0,Tamaulipas
2018,28,W16,2598,2598,3554448.5300000007,2424,0,Tamaulipas
2018,28,W17,2143,2143,3123544.549999999,2005,0,Tamaulipas
2018,7,W10,3309,3309,2762998.83,3002,0,Chiapas
2018,7,W23,1254,1254,2522713.000000001,1213,0,Chiapas
2018,7,W20,346,346,596465.75,335,0,Chiapas
2018,8,W6,37739,37739,18218540.19,34253,0,Chihuahua
2018,20,,4263,0,0.0,4263,154079,Oaxaca
2018,20,W6,7822,7822,3784668.720000001,6574,0,Oaxaca
2020,2,W5,55266,55266,30372685.85999991,50173,0,Baja California
2020,12,W5,6891,6891,3807080.220000001,5823,0,Guerrero
2020,12,W11,894,894,1151590.6,728,0,Guerrero
2020,13,W14,690,690,1144458.3099999998,624,0,Hidalgo
2020,13,W17,262,262,532813.4899999998,233,0,Hidalgo
2020,14,W4,163773,163773,69732382.05999984,142083,0,Jalisco
2020,15,W9,20322,20322,21222461.510000013,17880,0,Estado México
2020,19,W12,12263,12263,17352238.06,11475,0,Nuevo León
2020,19,W16,5592,5592,10660377.08,5321,0,Nuevo León
2020,21,W3,92355,92355,27843055.890000146,76166,0,Puebla
2020,21,W5,28966,28966,15999224.819999993,24319,0,Puebla
2020,21,W8,9052,9052,8331754.5699999975,7350,0,Puebla
2020,9,W8,83482,83482,76779494.25999993,74028,0,Ciudad de México
2020,9,W10,50426,50426,58938758.56999996,45414,0,Ciudad de México
2020,2,W1,2,2,205.36,2,0,Baja California
2020,26,W17,1046,1046,2122204.160000001,976,0,Sonora
2020,26,W14,2133,2133,3538793.2800000007,1975,0,Sonora
2020,11,W9,9849,9849,10288274.500000004,8848,0,Guanajuato
2020,16,W4,42610,42610,18490568.399999972,36615,0,Michoacán de Ocampo
2020,16,W13,1872,1872,2863904.8399999975,1744,0,Michoacán de Ocampo
2020,16,W12,2486,2486,3508948.3199999966,2288,0,Michoacán de Ocampo
2020,28,W6,23787,23787,16017847.24000004,20765,0,Tamaulipas
2020,28,W14,2647,2647,4392904.330000002,2478,0,Tamaulipas
2020,30,,30048,0,0.0,30048,444780,Veracruz de Ignacio de la Llave
2020,3,W2,92714,92714,15140103.32999985,64780,0,Baja California Sur
2020,3,W5,8850,8850,4862807.040000008,6387,0,Baja California Sur
2020,3,W9,2038,2038,2130057.0599999977,1665,0,Baja California Sur
2020,5,W8,15654,15654,14395085.689999979,13670,0,Coahuila de Zaragoza
2020,20,W7,5832,5832,4640714.810000007,5076,0,Oaxaca
2020,20,W15,337,337,602567.7999999998,317,0,Oaxaca
2020,20,W17,177,177,359072.0600000002,162,0,Oaxaca
2020,24,W15,1567,1567,2796593.999999999,1388,0,San Luis Potosí
2020,24,W14,1749,1749,2904058.580000002,1563,0,San Luis Potosí
2020,25,W6,15738,15738,10577725.800000004,13762,0,Sinaloa
2020,31,W9,2720,2720,2851141.859999999,2456,0,Yucatán
2020,31,W15,699,699,1247895.1599999997,663,0,Yucatán
2020,31,W14,1143,1143,1894808.4700000007,1103,0,Yucatán
2020,32,W10,1498,1498,1752008.189999999,1255,0,Zacatecas
2020,32,W17,254,254,514360.04000000004,231,0,Zacatecas
2020,32,W1,208,208,25629.759999999966,146,0,Zacatecas
2020,6,W13,741,741,1139171.22,661,0,Colima
2020,7,W6,8395,8395,5655119.539999988,7443,0,Chiapas
2020,27,W9,2142,2142,2242891.7400000007,1678,0,Tabasco
2020,27,W3,23909,23909,7173652.500000004,18420,0,Tabasco
2020,1,W4,33294,33294,14149155.379999975,31273,0,Aguascalientes
2020,1,W8,7409,7409,6815179.610000008,7086,0,Aguascalientes
2020,2,W9,11378,11378,11884649.800000004,10662,0,Baja California
2020,12,W13,736,736,1131647.2400000005,676,0,Guerrero
2020,12,W15,351,351,625828.4500000001,323,0,Guerrero
2020,13,W8,3723,3723,3409540.649999999,2909,0,Hidalgo
2020,13,W15,453,453,808106.48,413,0,Hidalgo
2020,13,W7,5513,5513,4392320.919999996,4483,0,Hidalgo
2020,13,W12,1168,1168,1650425.449999997,1037,0,Hidalgo
2020,13,W10,1671,1671,1951976.7900000012,1291,0,Hidalgo
2020,13,W16,361,361,688708.75,326,0,Hidalgo
2020,14,W12,11865,11865,16790322.16,10970,0,Jalisco
2020,15,W10,14432,14432,16845854.809999995,12497,0,Estado México
2020,15,W16,4028,4028,7672855.339999999,3722,0,Estado México
2020,19,W3,312619,312619,94640288.13000041,274903,0,Nuevo León
2020,19,W7,44808,44808,35730790.000000045,40887,0,Nuevo León
2020,19,W14,8645,8645,14352006.810000006,8100,0,Nuevo León
2020,19,,1156,0,0.0,1156,276467,Nuevo León
2020,5,W2,339294,339294,58024944.129996575,305958,0,Coahuila de Zaragoza
2020,21,W10,5781,5781,6713997.749999996,5068,0,Puebla
2020,21,W6,18563,18563,12498491.819999974,15699,0,Puebla
2020,21,,4216,0,0.0,4216,435807,Puebla
2020,26,W5,34023,34023,18748778.549999952,29218,0,Sonora
2020,11,W16,1814,1814,3458632.1,1635,0,Guanajuato
2020,11,W3,184311,184311,55244933.52000003,153797,0,Guanajuato
