entidad_federativa,tipo_inversion,anio,trimestre,confidencial,ied_acumulado_mdd,flujo_mdd
Tlaxcala,Cuentas entre compañías,2018,1,False,-3.54734821,-3.54734821
Tlaxcala,Cuentas entre compañías,2018,2,False,16.51882091,20.066169119999998
Tlaxcala,Cuentas entre compañías,2018,3,False,-1.59328686,-18.112107769999998
Tlaxcala,Cuentas entre compañías,2018,4,False,4.24236956,5.83565642
Tlaxcala,Cuentas entre compañías,2019,1,False,21.6644811,21.6644811
Tlaxcala,Cuentas entre compañías,2019,2,False,54.12679663,32.46231553
Tlaxcala,Cuentas entre compañías,2019,3,False,98.84896176,44.72216512999999
Tlaxcala,Cuentas entre compañías,2019,4,False,130.78160439,31.932642630000018
Tlaxcala,Cuentas entre compañías,2020,1,False,-2.17285053,-2.17285053
Tlaxcala,Cuentas entre compañías,2020,2,False,194.37941224,196.55226277
Tlaxcala,Cuentas entre compañías,2020,3,False,177.33819043,-17.041221809999996
Tlaxcala,Cuentas entre compañías,2020,4,False,184.65014294,7.311952509999998
Tlaxcala,Cuentas entre compañías,2021,1,False,37.21525753,37.21525753
Tlaxcala,Cuentas entre compañías,2021,2,False,60.25027608,23.035018549999997
Tlaxcala,Cuentas entre compañías,2021,3,False,72.41807325,12.167797170000007
Tlaxcala,Cuentas entre compañías,2021,4,False,17.11224233,-55.305830920000005
Tlaxcala,Cuentas entre compañías,2022,1,False,-15.72008125,-15.72008125
Tlaxcala,Cuentas entre compañías,2022,2,False,1.85798972,17.57807097
Tlaxcala,Cuentas entre compañías,2022,3,False,2.16083726,0.30284754000000014
Tlaxcala,Cuentas entre compañías,2022,4,False,54.1681147,52.007277439999996
Tlaxcala,Cuentas entre compañías,2023,1,False,-3.72340702,-3.72340702
Tlaxcala,Cuentas entre compañías,2023,2,False,-10.66308396,-6.93967694
Tlaxcala,Cuentas entre compañías,2023,3,False,33.07915131,43.74223527
Tlaxcala,Cuentas entre compañías,2023,4,False,19.92751113,-13.151640180000001
Tlaxcala,Cuentas entre compañías,2024,1,False,21.20626671,21.20626671
Tlaxcala,Cuentas entre compañías,2024,2,False,-6.20414216,-27.41040887
Tlaxcala,Cuentas entre compañías,2024,3,False,18.95895839,25.16310055
Tlaxcala,Cuentas entre compañías,2024,4,False,11.47315999,-7.4857984
Tlaxcala,Cuentas entre compañías,2025,1,False,22.69164661,22.69164661
Tlaxcala,Cuentas entre compañías,2025,2,False,68.63266093,45.94101432
Tlaxcala,Cuentas entre compañías,2025,3,False,82.05787319,13.425212259999995
Tlaxcala,Cuentas entre compañías,2025,4,False,26.95294044,-55.104932749999996
Veracruz,Cuentas entre compañías,2006,1,False,35.527456,35.527456
Veracruz,Cuentas entre compañías,2006,2,False,63.579904,28.052448
Veracruz,Cuentas entre compañías,2006,3,False,34.770458,-28.809446
Veracruz,Cuentas entre compañías,2006,4,False,77.193274,42.422816000000005
Veracruz,Cuentas entre compañías,2007,1,False,11.962028,11.962028
Veracruz,Cuentas entre compañías,2007,2,False,36.191999,24.229971000000003
Veracruz,Cuentas entre compañías,2007,3,False,-2.810852,-39.002851
Veracruz,Cuentas entre compañías,2007,4,False,22.185157,24.996009
Veracruz,Cuentas entre compañías,2008,1,False,-15.395795,-15.395795
Veracruz,Cuentas entre compañías,2008,2,False,-23.989406,-8.593611
Veracruz,Cuentas entre compañías,2008,3,False,-58.165166,-34.17576
Veracruz,Cuentas entre compañías,2008,4,False,75.475058,133.640224
Veracruz,Cuentas entre compañías,2009,1,False,63.763235,63.763235
Veracruz,Cuentas entre compañías,2009,2,False,82.965323,19.202087999999996
Veracruz,Cuentas entre compañías,2009,3,False,97.762517,14.797194000000005
Veracruz,Cuentas entre compañías,2009,4,False,24.18177,-73.580747
Veracruz,Cuentas entre compañías,2010,1,False,120.402263,120.402263
Veracruz,Cuentas entre compañías,2010,2,False,88.271987,-32.13027600000001
Veracruz,Cuentas entre compañías,2010,3,False,90.517746,2.2457590000000067
Veracruz,Cuentas entre compañías,2010,4,False,89.508437,-1.0093090000000018
Veracruz,Cuentas entre compañías,2011,1,False,25.698048,25.698048
Veracruz,Cuentas entre compañías,2011,2,False,36.569597,10.871549000000002
Veracruz,Cuentas entre compañías,2011,3,False,36.581235,0.011637999999997817
Veracruz,Cuentas entre compañías,2011,4,False,147.01299821,110.43176321000001
Veracruz,Cuentas entre compañías,2012,1,False,164.70625,164.70625
Veracruz,Cuentas entre compañías,2012,2,False,288.90859,124.20233999999999
Veracruz,Cuentas entre compañías,2012,3,False,523.011495,234.10290499999996
Veracruz,Cuentas entre compañías,2012,4,False,659.995759,136.98426400000005
Veracruz,Cuentas entre compañías,2013,1,False,59.06956799,59.06956799
Veracruz,Cuentas entre compañías,2013,2,False,-79.75686118,-138.82642917
Veracruz,Cuentas entre compañías,2013,3,False,162.95249385,242.70935502999998
Veracruz,Cuentas entre compañías,2013,4,False,146.04455213,-16.907941719999997
Veracruz,Cuentas entre compañías,2014,1,False,329.44187195,329.44187195
Veracruz,Cuentas entre compañías,2014,2,False,332.94996659,3.5080946399999675
Veracruz,Cuentas entre compañías,2014,3,False,479.69233737,146.74237078000004
Veracruz,Cuentas entre compañías,2014,4,False,730.44593636,250.75359899
Veracruz,Cuentas entre compañías,2015,1,False,-102.33697524,-102.33697524
Veracruz,Cuentas entre compañías,2015,2,False,-93.88135765,8.455617590000003
Veracruz,Cuentas entre compañías,2015,3,False,489.70782726,583.58918491
Veracruz,Cuentas entre compañías,2015,4,False,753.59550713,263.88767987
Veracruz,Cuentas entre compañías,2016,1,False,98.95385919,98.95385919
Veracruz,Cuentas entre compañías,2016,2,False,287.74827166,188.79441247
Veracruz,Cuentas entre compañías,2016,3,False,370.18271729,82.43444563000003
Veracruz,Cuentas entre compañías,2016,4,False,442.03541709,71.85269979999998
Veracruz,Cuentas entre compañías,2017,1,False,-250.23740024,-250.23740024
Veracruz,Cuentas entre compañías,2017,2,False,-180.80916802,69.42823222000001
Veracruz,Cuentas entre compañías,2017,3,False,-59.12776565,121.68140236999999
Veracruz,Cuentas entre compañías,2017,4,False,168.49076825,227.6185339
Veracruz,Cuentas entre compañías,2018,1,False,-76.80446433,-76.80446433
Veracruz,Cuentas entre compañías,2018,2,False,90.32505456,167.12951888999999
Veracruz,Cuentas entre compañías,2018,3,False,-4.52865901,-94.85371357
Veracruz,Cuentas entre compañías,2018,4,False,225.58905875,230.11771776
Veracruz,Cuentas entre compañías,2019,1,False,-16.74075049,-16.74075049
Veracruz,Cuentas entre compañías,2019,2,False,-106.84520415,-90.10445366
Veracruz,Cuentas entre compañías,2019,3,False,-81.12108386,25.724120290000002
Veracruz,Cuentas entre compañías,2019,4,False,-258.39840662,-177.27732276
Veracruz,Cuentas entre compañías,2020,1,False,248.21596901,248.21596901
Veracruz,Cuentas entre compañías,2020,2,False,493.76131627,245.54534726
Veracruz,Cuentas entre compañías,2020,3,False,539.08892149,45.32760521999995
Veracruz,Cuentas entre compañías,2020,4,False,379.98603733,-159.10288415999997
Veracruz,Cuentas entre compañías,2021,1,False,203.51011781,203.51011781
Veracruz,Cuentas entre compañías,2021,2,False,-15.25062077,-218.76073858
Veracruz,Cuentas entre compañías,2021,3,False,97.01293061,112.26355138
Veracruz,Cuentas entre compañías,2021,4,False,-307.14382758,-404.15675819
Veracruz,Cuentas entre compañías,2022,1,False,158.86991232,158.86991232
Veracruz,Cuentas entre compañías,2022,2,False,62.71713501,-96.15277731
Veracruz,Cuentas entre compañías,2022,3,False,-285.81177247,-348.52890748
Veracruz,Cuentas entre compañías,2022,4,False,-645.28537087,-359.47359839999996
Veracruz,Cuentas entre compañías,2023,1,False,-5.46270087,-5.46270087
Veracruz,Cuentas entre compañías,2023,2,False,65.64768889,71.11038976
Veracruz,Cuentas entre compañías,2023,3,False,-45.81109941,-111.4587883
Veracruz,Cuentas entre compañías,2023,4,False,243.57444873,289.38554813999997
Veracruz,Cuentas entre compañías,2024,1,False,66.83798072,66.83798072
Veracruz,Cuentas entre compañías,2024,2,False,40.49847255,-26.339508170000002
Veracruz,Cuentas entre compañías,2024,3,False,118.37446227,77.87598971999999
Veracruz,Cuentas entre compañías,2024,4,False,150.5513158,32.17685353
Veracruz,Cuentas entre compañías,2025,1,False,110.54783811,110.54783811
Veracruz,Cuentas entre compañías,2025,2,False,289.11587132,178.56803321
Veracruz,Cuentas entre compañías,2025,3,False,190.34287479,-98.77299653
Veracruz,Cuentas entre compañías,2025,4,False,161.89661865,-28.446256140000003
Yucatán,Cuentas entre compañías,2006,1,False,2.720092,2.720092
Yucatán,Cuentas entre compañías,2006,2,False,3.937759,1.2176669999999996
Yucatán,Cuentas entre compañías,2006,3,False,8.51058,4.572820999999999
Yucatán,Cuentas entre compañías,2006,4,False,8.708672,0.19809200000000082
Yucatán,Cuentas entre compañías,2007,1,False,12.296134,12.296134
Yucatán,Cuentas entre compañías,2007,2,False,45.20425,32.908116
Yucatán,Cuentas entre compañías,2007,3,False,50.360483,5.156233
Yucatán,Cuentas entre compañías,2007,4,False,50.004458,-0.3560250000000025
Yucatán,Cuentas entre compañías,2008,1,False,5.351033,5.351033
Yucatán,Cuentas entre compañías,2008,2,False,8.038103,2.6870699999999994
Yucatán,Cuentas entre compañías,2008,3,False,15.232638,7.194535
Yucatán,Cuentas entre compañías,2008,4,False,22.7251,7.4924620000000015
Yucatán,Cuentas entre compañías,2009,1,False,5.941909,5.941909
Yucatán,Cuentas entre compañías,2009,2,False,-8.770206,-14.712115
Yucatán,Cuentas entre compañías,2009,3,False,-15.257061,-6.486855
Yucatán,Cuentas entre compañías,2009,4,False,-25.652274,-10.395212999999998
Yucatán,Cuentas entre compañías,2010,1,False,25.26979,25.26979
Yucatán,Cuentas entre compañías,2010,2,False,14.090496,-11.179294
Yucatán,Cuentas entre compañías,2010,3,False,16.601845,2.511349000000001
Yucatán,Cuentas entre compañías,2010,4,False,10.515645,-6.086200000000002
Yucatán,Cuentas entre compañías,2011,1,False,1.455651,1.455651
Yucatán,Cuentas entre compañías,2011,2,False,-9.538909,-10.99456
Yucatán,Cuentas entre compañías,2011,3,False,11.038811,20.57772
Yucatán,Cuentas entre compañías,2011,4,False,30.035956,18.997144999999996
Yucatán,Cuentas entre compañías,2012,1,False,3.142601,3.142601
Yucatán,Cuentas entre compañías,2012,2,False,6.832971,3.6903699999999997
Yucatán,Cuentas entre compañías,2012,3,False,10.53963,3.706659000000001
Yucatán,Cuentas entre compañías,2012,4,False,5.922134,-4.617496000000001
Yucatán,Cuentas entre compañías,2013,1,False,3.551921,3.551921
Yucatán,Cuentas entre compañías,2013,2,False,-5.301283,-8.853204
Yucatán,Cuentas entre compañías,2013,3,False,-6.418679,-1.1173960000000003
Yucatán,Cuentas entre compañías,2013,4,False,5.22325,11.641929000000001
Yucatán,Cuentas entre compañías,2014,1,False,4.431046,4.431046
Yucatán,Cuentas entre compañías,2014,2,False,12.800999,8.369952999999999
Yucatán,Cuentas entre compañías,2014,3,False,15.78724224,2.9862432400000003
Yucatán,Cuentas entre compañías,2014,4,False,11.49439816,-4.29284408
Yucatán,Cuentas entre compañías,2015,1,False,-0.40600599,-0.40600599
Yucatán,Cuentas entre compañías,2015,2,False,-1.9142845,-1.50827851
Yucatán,Cuentas entre compañías,2015,3,False,-9.13111493,-7.216830430000001
Yucatán,Cuentas entre compañías,2015,4,False,3.26422839,12.39534332
Yucatán,Cuentas entre compañías,2016,1,False,2.83257643,2.83257643
Yucatán,Cuentas entre compañías,2016,2,False,4.03529759,1.2027211599999998
Yucatán,Cuentas entre compañías,2016,3,False,7.54384056,3.5085429699999997
Yucatán,Cuentas entre compañías,2016,4,False,14.12147317,6.57763261
Yucatán,Cuentas entre compañías,2017,1,False,-2.51190023,-2.51190023
Yucatán,Cuentas entre compañías,2017,2,False,-2.40158367,0.11031656000000023
Yucatán,Cuentas entre compañías,2017,3,False,-0.72198612,1.67959755
Yucatán,Cuentas entre compañías,2017,4,False,-9.83769784,-9.11571172
Yucatán,Cuentas entre compañías,2018,1,False,-7.12257431,-7.12257431
Yucatán,Cuentas entre compañías,2018,2,False,1.06850329,8.1910776
Yucatán,Cuentas entre compañías,2018,3,False,2.4119239,1.3434206100000001
Yucatán,Cuentas entre compañías,2018,4,False,9.28150794,6.8695840399999994
Yucatán,Cuentas entre compañías,2019,1,False,19.65834917,19.65834917
Yucatán,Cuentas entre compañías,2019,2,False,17.06788329,-2.59046588
Yucatán,Cuentas entre compañías,2019,3,False,10.5337403,-6.534142990000001
Yucatán,Cuentas entre compañías,2019,4,False,8.21621073,-2.3175295699999996
Yucatán,Cuentas entre compañías,2020,1,False,23.1845581,23.1845581
Yucatán,Cuentas entre compañías,2020,2,False,32.01359494,8.829036839999997
Yucatán,Cuentas entre compañías,2020,3,False,33.7090018,1.6954068600000056
Yucatán,Cuentas entre compañías,2020,4,False,41.21927858,7.510276779999998
Yucatán,Cuentas entre compañías,2021,1,False,-17.26438381,-17.26438381
Yucatán,Cuentas entre compañías,2021,2,False,-12.26886605,4.995517760000002
Yucatán,Cuentas entre compañías,2021,3,False,-11.02984586,1.2390201899999997
Yucatán,Cuentas entre compañías,2021,4,False,3.36596736,14.39581322
Yucatán,Cuentas entre compañías,2022,1,False,1.77344217,1.77344217
Yucatán,Cuentas entre compañías,2022,2,False,202.12989376,200.35645158999998
Yucatán,Cuentas entre compañías,2022,3,False,260.86335562,58.733461860000006
Yucatán,Cuentas entre compañías,2022,4,False,273.12515167,12.261796049999987
Yucatán,Cuentas entre compañías,2023,1,False,19.89928462,19.89928462
Yucatán,Cuentas entre compañías,2023,2,False,26.91371576,7.014431139999999
Yucatán,Cuentas entre compañías,2023,3,False,27.77035756,0.856641800000002
Yucatán,Cuentas entre compañías,2023,4,False,22.29148824,-5.478869320000001
Yucatán,Cuentas entre compañías,2024,1,False,-29.04056574,-29.04056574
Yucatán,Cuentas entre compañías,2024,2,False,-56.00112645,-26.96056071
Yucatán,Cuentas entre compañías,2024,3,False,166.65721229,222.65833873999998
Yucatán,Cuentas entre compañías,2024,4,False,-51.15136385,-217.80857613999999
Yucatán,Cuentas entre compañías,2025,1,False,-3.25128276,-3.25128276
Yucatán,Cuentas entre compañías,2025,2,False,-12.83314108,-9.58185832
Yucatán,Cuentas entre compañías,2025,3,False,1.83825326,14.67139434
Yucatán,Cuentas entre compañías,2025,4,False,-30.84819612,-32.68644938
Zacatecas,Cuentas entre compañías,2006,1,False,7.104816,7.104816
Zacatecas,Cuentas entre compañías,2006,2,False,7.151661,0.04684500000000025
Zacatecas,Cuentas entre compañías,2006,3,False,9.424109,2.272448
Zacatecas,Cuentas entre compañías,2006,4,False,24.051077,14.626968
Zacatecas,Cuentas entre compañías,2007,1,False,13.672532,13.672532
Zacatecas,Cuentas entre compañías,2007,2,False,22.10748,8.434947999999999
Zacatecas,Cuentas entre compañías,2007,3,False,62.251257,40.143777
Zacatecas,Cuentas entre compañías,2007,4,False,78.41294,16.161683000000004
Zacatecas,Cuentas entre compañías,2008,1,False,12.553735,12.553735
Zacatecas,Cuentas entre compañías,2008,2,False,21.113278,8.559543000000001
Zacatecas,Cuentas entre compañías,2008,3,False,117.066598,95.95331999999999
Zacatecas,Cuentas entre compañías,2008,4,False,198.105919,81.039321
Zacatecas,Cuentas entre compañías,2009,1,False,4.377124,4.377124
Zacatecas,Cuentas entre compañías,2009,2,False,-80.920035,-85.297159
Zacatecas,Cuentas entre compañías,2009,3,False,-82.684352,-1.7643170000000055
Zacatecas,Cuentas entre compañías,2009,4,False,-93.854,-11.169647999999995
Zacatecas,Cuentas entre compañías,2010,1,False,46.327099,46.327099
Zacatecas,Cuentas entre compañías,2010,2,False,24.244537,-22.082561999999996
Zacatecas,Cuentas entre compañías,2010,3,False,19.485407,-4.7591300000000025
Zacatecas,Cuentas entre compañías,2010,4,False,46.791275,27.305868
Zacatecas,Cuentas entre compañías,2011,1,False,-17.11684,-17.11684
Zacatecas,Cuentas entre compañías,2011,2,False,-33.804953,-16.688112999999998
Zacatecas,Cuentas entre compañías,2011,3,False,-26.588308,7.216644999999996
Zacatecas,Cuentas entre compañías,2011,4,False,12.840146,39.428454
Zacatecas,Cuentas entre compañías,2012,1,False,22.369574,22.369574
Zacatecas,Cuentas entre compañías,2012,2,False,-2.113158,-24.482732
Zacatecas,Cuentas entre compañías,2012,3,False,15.639105,17.752263
Zacatecas,Cuentas entre compañías,2012,4,False,327.249467,311.610362
Zacatecas,Cuentas entre compañías,2013,1,False,69.857753,69.857753
Zacatecas,Cuentas entre compañías,2013,2,False,143.922714,74.06496100000001
Zacatecas,Cuentas entre compañías,2013,3,False,168.302591,24.379876999999993
Zacatecas,Cuentas entre compañías,2013,4,False,199.68574,31.383149000000003
Zacatecas,Cuentas entre compañías,2014,1,False,22.153083,22.153083
Zacatecas,Cuentas entre compañías,2014,2,False,29.567075,7.413992
Zacatecas,Cuentas entre compañías,2014,3,False,-125.143807,-154.710882
Zacatecas,Cuentas entre compañías,2014,4,False,-128.3752816,-3.2314745999999985
Zacatecas,Cuentas entre compañías,2015,1,False,-149.53863477,-149.53863477
Zacatecas,Cuentas entre compañías,2015,2,False,-120.09636274,29.442272029999984
Zacatecas,Cuentas entre compañías,2015,3,False,-24.19220994,95.9041528
Zacatecas,Cuentas entre compañías,2015,4,False,-23.27637364,0.9158363000000023
Zacatecas,Cuentas entre compañías,2016,1,False,29.870294,29.870294
Zacatecas,Cuentas entre compañías,2016,2,False,366.21005194,336.33975794
Zacatecas,Cuentas entre compañías,2016,3,False,463.93489362,97.72484168
Zacatecas,Cuentas entre compañías,2016,4,False,394.26670397,-69.66818965000004
Zacatecas,Cuentas entre compañías,2017,1,False,-60.01639265,-60.01639265
Zacatecas,Cuentas entre compañías,2017,2,False,-158.50869522,-98.49230256999999
Zacatecas,Cuentas entre compañías,2017,3,False,-254.9907882,-96.48209298
Zacatecas,Cuentas entre compañías,2017,4,False,-102.10364245,152.88714575
Zacatecas,Cuentas entre compañías,2018,1,False,-14.76714951,-14.76714951
Zacatecas,Cuentas entre compañías,2018,2,False,72.63256837,87.39971788
Zacatecas,Cuentas entre compañías,2018,3,False,11.00569586,-61.62687251
Zacatecas,Cuentas entre compañías,2018,4,False,-208.99516314,-220.000859
Zacatecas,Cuentas entre compañías,2019,1,False,-18.09829366,-18.09829366
Zacatecas,Cuentas entre compañías,2019,2,False,150.63614191,168.73443557
Zacatecas,Cuentas entre compañías,2019,3,False,285.1971098,134.56096789000003
Zacatecas,Cuentas entre compañías,2019,4,False,244.03221582,-41.164893980000016
Zacatecas,Cuentas entre compañías,2020,1,False,-168.74975286,-168.74975286
Zacatecas,Cuentas entre compañías,2020,2,False,-149.14881038,19.600942480000015
Zacatecas,Cuentas entre compañías,2020,3,False,-334.65286962,-185.50405924
Zacatecas,Cuentas entre compañías,2020,4,False,-605.64825218,-270.99538256
Zacatecas,Cuentas entre compañías,2021,1,False,102.46775915,102.46775915
Zacatecas,Cuentas entre compañías,2021,2,False,256.18211387,153.71435472000002
Zacatecas,Cuentas entre compañías,2021,3,False,392.10823438,135.92612050999998
Zacatecas,Cuentas entre compañías,2021,4,False,336.45525429,-55.65298008999997
Zacatecas,Cuentas entre compañías,2022,1,False,218.34254542,218.34254542
Zacatecas,Cuentas entre compañías,2022,2,False,36.00096769,-182.34157772999998
Zacatecas,Cuentas entre compañías,2022,3,False,46.11040341,10.10943572
Zacatecas,Cuentas entre compañías,2022,4,False,-169.45193097,-215.56233438
Zacatecas,Cuentas entre compañías,2023,1,False,165.58107413,165.58107413
Zacatecas,Cuentas entre compañías,2023,2,False,110.5495617,-55.03151242999999
Zacatecas,Cuentas entre compañías,2023,3,False,260.03892714,149.48936544
Zacatecas,Cuentas entre compañías,2023,4,False,463.53284303,203.49391588999998
Zacatecas,Cuentas entre compañías,2024,1,False,-16.12082612,-16.12082612
Zacatecas,Cuentas entre compañías,2024,2,False,-33.26463488,-17.143808760000002
Zacatecas,Cuentas entre compañías,2024,3,False,-73.28020097,-40.01556608999999
Zacatecas,Cuentas entre compañías,2024,4,False,18.6975516,91.97775256999999
Zacatecas,Cuentas entre compañías,2025,1,False,-67.41259481,-67.41259481
Zacatecas,Cuentas entre compañías,2025,2,False,-321.47580784,-254.06321303000001
Zacatecas,Cuentas entre compañías,2025,3,False,-333.93552454,-12.459716700000001
Zacatecas,Cuentas entre compañías,2025,4,False,-424.2338455,-90.29832095999996
Aguascalientes,Nuevas inversiones,2006,1,False,10.899504,10.899504
Aguascalientes,Nuevas inversiones,2006,2,False,22.55604,11.656536
Aguascalientes,Nuevas inversiones,2006,3,False,29.286317,6.730277000000001
Aguascalientes,Nuevas inversiones,2006,4,False,37.992128,8.705811
Aguascalientes,Nuevas inversiones,2007,1,False,24.832037,24.832037
Aguascalientes,Nuevas inversiones,2007,2,False,89.581039,64.749002
Aguascalientes,Nuevas inversiones,2007,3,False,149.083351,59.50231199999999
Aguascalientes,Nuevas inversiones,2007,4,False,320.836438,171.753087
Aguascalientes,Nuevas inversiones,2008,1,False,9.851136,9.851136
Aguascalientes,Nuevas inversiones,2008,2,False,14.351429,4.500292999999999
Aguascalientes,Nuevas inversiones,2008,3,False,31.723176,17.371747
Aguascalientes,Nuevas inversiones,2008,4,False,39.335258,7.6120820000000045
Aguascalientes,Nuevas inversiones,2009,1,False,317.167971,317.167971
Aguascalientes,Nuevas inversiones,2009,2,False,423.86182792,106.69385691999997
Aguascalientes,Nuevas inversiones,2009,3,False,443.61819368,19.756365759999994
Aguascalientes,Nuevas inversiones,2009,4,False,470.53419368,26.915999999999997
Aguascalientes,Nuevas inversiones,2010,1,False,63.230864,63.230864
Aguascalientes,Nuevas inversiones,2010,2,False,38.25243638,-24.978427619999998
Aguascalientes,Nuevas inversiones,2010,3,False,48.67958538,10.427149
Aguascalientes,Nuevas inversiones,2010,4,False,67.02539938,18.345813999999997
Aguascalientes,Nuevas inversiones,2011,1,False,23.774003,23.774003
Aguascalientes,Nuevas inversiones,2011,2,False,1.8562347,-21.9177683
Aguascalientes,Nuevas inversiones,2011,3,False,4.6713527,2.815118
Aguascalientes,Nuevas inversiones,2011,4,False,3.6555494,-1.0158033
Aguascalientes,Nuevas inversiones,2012,1,False,22.50800052,22.50800052
Aguascalientes,Nuevas inversiones,2012,2,False,-19.09184748,-41.599847999999994
Aguascalientes,Nuevas inversiones,2012,3,False,27.34328052,46.435128
Aguascalientes,Nuevas inversiones,2012,4,False,88.19198604,60.84870552
Aguascalientes,Nuevas inversiones,2013,1,False,6.206968,6.206968
Aguascalientes,Nuevas inversiones,2013,2,False,103.03508856,96.82812056
Aguascalientes,Nuevas inversiones,2013,3,False,103.65233656,0.6172479999999894
Aguascalientes,Nuevas inversiones,2013,4,False,126.98512045,23.33278389
Aguascalientes,Nuevas inversiones,2014,1,False,21.93251274,21.93251274
Aguascalientes,Nuevas inversiones,2014,2,False,-15.88767926,-37.820192
Aguascalientes,Nuevas inversiones,2014,3,False,-8.84271022,7.04496904
Aguascalientes,Nuevas inversiones,2014,4,False,23.41622097,32.25893119
Aguascalientes,Nuevas inversiones,2015,1,False,46.726739,46.726739
Aguascalientes,Nuevas inversiones,2015,2,False,76.94065746,30.213918459999995
Aguascalientes,Nuevas inversiones,2015,3,False,159.09190122,82.15124376000001
Aguascalientes,Nuevas inversiones,2015,4,False,220.04594564,60.95404442
Aguascalientes,Nuevas inversiones,2016,1,False,54.26193034,54.26193034
Aguascalientes,Nuevas inversiones,2016,2,False,136.41043656,82.14850622
Aguascalientes,Nuevas inversiones,2016,3,False,246.87070532,110.46026876000002
Aguascalientes,Nuevas inversiones,2016,4,False,310.89274667,64.02204135
Aguascalientes,Nuevas inversiones,2017,1,False,138.09899668,138.09899668
Aguascalientes,Nuevas inversiones,2017,2,False,246.91961152,108.82061483999999
Aguascalientes,Nuevas inversiones,2017,3,False,277.20916721,30.289555689999986
Aguascalientes,Nuevas inversiones,2017,4,False,360.94686434,83.73769713000002
Aguascalientes,Nuevas inversiones,2018,1,False,5.09452955,5.09452955
Aguascalientes,Nuevas inversiones,2018,2,False,402.78063065,397.6861011
Aguascalientes,Nuevas inversiones,2018,3,False,430.3586344,27.57800375000005
Aguascalientes,Nuevas inversiones,2018,4,False,504.86345513,74.50482072999995
Aguascalientes,Nuevas inversiones,2019,1,False,4.83238705,4.83238705
Aguascalientes,Nuevas inversiones,2019,2,False,21.7187897,16.886402649999997
Aguascalientes,Nuevas inversiones,2019,3,False,44.78852559,23.06973589
Aguascalientes,Nuevas inversiones,2019,4,False,59.36395867,14.575433080000003
Aguascalientes,Nuevas inversiones,2020,1,False,30.84536616,30.84536616
Aguascalientes,Nuevas inversiones,2020,2,False,35.47049171,4.625125549999996
Aguascalientes,Nuevas inversiones,2020,3,False,35.01947647,-0.4510152399999967
Aguascalientes,Nuevas inversiones,2020,4,False,36.9733046,1.953828129999998
Aguascalientes,Nuevas inversiones,2021,1,False,63.20777273,63.20777273
Aguascalientes,Nuevas inversiones,2021,2,False,66.90539852,3.6976257900000036
Aguascalientes,Nuevas inversiones,2021,3,False,67.14340003,0.23800150999998948
Aguascalientes,Nuevas inversiones,2021,4,False,97.80373293,30.6603329
Aguascalientes,Nuevas inversiones,2022,1,False,25.05750209,25.05750209
Aguascalientes,Nuevas inversiones,2022,2,False,25.57002936,0.5125272699999996
Aguascalientes,Nuevas inversiones,2022,3,False,49.97174604,24.40171668
Aguascalientes,Nuevas inversiones,2022,4,False,44.87774742,-5.093998620000001
Aguascalientes,Nuevas inversiones,2023,1,False,0.55873953,0.55873953
Aguascalientes,Nuevas inversiones,2023,2,False,0.55591836,-0.0028211700000000395
Aguascalientes,Nuevas inversiones,2023,3,False,0.66425367,0.10833531000000007
Aguascalientes,Nuevas inversiones,2023,4,False,38.9806995,38.31644583
Aguascalientes,Nuevas inversiones,2024,1,False,0.0,0.0
Aguascalientes,Nuevas inversiones,2024,2,False,-17.99806191,-17.99806191
Aguascalientes,Nuevas inversiones,2024,3,False,-17.99779916,0.0002627500000009775
Aguascalientes,Nuevas inversiones,2024,4,False,-17.98584399,0.011955170000000237
Aguascalientes,Nuevas inversiones,2025,1,False,0.0,0.0
Aguascalientes,Nuevas inversiones,2025,2,False,-143.85933279,-143.85933279
Aguascalientes,Nuevas inversiones,2025,3,False,-81.56097933,62.29835346
Aguascalientes,Nuevas inversiones,2025,4,False,-81.5574301,0.003549229999990189
Baja California,Nuevas inversiones,2006,1,False,65.87455274,65.87455274
Baja California,Nuevas inversiones,2006,2,False,115.58761357,49.71306083
Baja California,Nuevas inversiones,2006,3,False,162.66526131,47.07764774
Baja California,Nuevas inversiones,2006,4,False,281.89610004,119.23083873000002
Baja California,Nuevas inversiones,2007,1,False,171.40419597,171.40419597
Baja California,Nuevas inversiones,2007,2,False,231.19471189,59.79051592000002
Baja California,Nuevas inversiones,2007,3,False,501.13094203,269.93623014
Baja California,Nuevas inversiones,2007,4,False,643.70445019,142.57350815999996
Baja California,Nuevas inversiones,2008,1,False,159.22972864,159.22972864
Baja California,Nuevas inversiones,2008,2,False,277.9590938,118.72936516000001
Baja California,Nuevas inversiones,2008,3,False,402.80820412,124.84911032000002
Baja California,Nuevas inversiones,2008,4,False,824.16629082,421.35808669999994
Baja California,Nuevas inversiones,2009,1,False,153.36470068,153.36470068
Baja California,Nuevas inversiones,2009,2,False,233.08793726,79.72323657999999
Baja California,Nuevas inversiones,2009,3,False,282.74234826,49.65441100000004
Baja California,Nuevas inversiones,2009,4,False,552.95068455,270.20833629
Baja California,Nuevas inversiones,2010,1,False,78.32369368,78.32369368
Baja California,Nuevas inversiones,2010,2,False,434.04257068,355.71887699999996
Baja California,Nuevas inversiones,2010,3,False,535.17777356,101.13520288000001
Baja California,Nuevas inversiones,2010,4,False,530.5334097,-4.644363859999999
