entidad_federativa,anio,trimestre,confidencial,ied_acumulado_mdd,flujo_mdd
Guanajuato,2019,2,False,182.7405592,293.9524418
Guanajuato,2019,3,False,349.2395872,166.499028
Guanajuato,2019,4,False,828.3259399,479.08635269999996
Guanajuato,2020,1,False,46.85543146,46.85543146
Guanajuato,2020,2,False,324.5283359,277.67290444
Guanajuato,2020,3,False,490.207218,165.6788821
Guanajuato,2020,4,False,493.071582,2.8643639999999664
Guanajuato,2021,1,False,969.5886959,969.5886959
Guanajuato,2021,2,False,1016.09211,46.5034141000001
Guanajuato,2021,3,False,1639.268692,623.176582
Guanajuato,2021,4,False,1744.718866,105.45017399999983
Guanajuato,2022,1,False,638.8149377,638.8149377
Guanajuato,2022,2,False,1112.146387,473.33144930000003
Guanajuato,2022,3,False,1677.973761,565.827374
Guanajuato,2022,4,False,1564.4993,-113.47446100000002
Guanajuato,2023,1,False,491.8499435,491.8499435
Guanajuato,2023,2,False,891.2186043,399.36866080000004
Guanajuato,2023,3,False,962.8515982,71.63299389999997
Guanajuato,2023,4,False,808.2035625,-154.64803570000004
Guanajuato,2024,1,False,596.7792253,596.7792253
Guanajuato,2024,2,False,1351.015054,754.2358287
Guanajuato,2024,3,False,1671.227836,320.21278200000006
Guanajuato,2024,4,False,1442.378961,-228.84887500000013
Guanajuato,2025,1,False,700.4698456,700.4698456
Guanajuato,2025,2,False,870.6576199,170.1877743
Guanajuato,2025,3,False,1084.157544,213.49992409999993
Guanajuato,2025,4,False,774.2571372,-309.9004067999999
Guanajuato,2026,1,False,420.1540383,420.1540383
Guerrero,2018,1,False,47.57339233,47.57339233
Guerrero,2018,2,False,76.48967904,28.91628671
Guerrero,2018,3,False,441.8252207,365.33554166
Guerrero,2018,4,False,399.6632842,-42.16193649999997
Guerrero,2019,1,False,185.6159975,185.6159975
Guerrero,2019,2,False,193.7041066,8.088109099999997
Guerrero,2019,3,False,230.2817998,36.5776932
Guerrero,2019,4,False,274.7410621,44.459262300000034
Guerrero,2020,1,False,202.8875984,202.8875984
Guerrero,2020,2,False,219.2513958,16.36379740000001
Guerrero,2020,3,False,291.4527385,72.2013427
Guerrero,2020,4,False,296.1247641,4.672025599999984
Guerrero,2021,1,False,98.33305991,98.33305991
Guerrero,2021,2,False,229.5054244,131.17236449
Guerrero,2021,3,False,504.9182324,275.41280800000004
Guerrero,2021,4,False,667.7353066,162.81707419999992
Guerrero,2022,1,False,73.60380423,73.60380423
Guerrero,2022,2,False,133.8232693,60.21946507
Guerrero,2022,3,False,193.9687444,60.1454751
Guerrero,2022,4,False,245.4533851,51.4846407
Guerrero,2023,1,False,49.41206115,49.41206115
Guerrero,2023,2,False,61.49717678,12.085115629999997
Guerrero,2023,3,False,37.47881575,-24.018361029999994
Guerrero,2023,4,False,-179.3332358,-216.81205155
Guerrero,2024,1,False,12.23876595,12.23876595
Guerrero,2024,2,False,42.26662304,30.027857089999998
Guerrero,2024,3,False,18.35243327,-23.91418977
Guerrero,2024,4,False,50.44098993,32.08855666
Guerrero,2025,1,False,-15.55412347,-15.55412347
Guerrero,2025,2,False,37.04458035,52.59870382
Guerrero,2025,3,False,96.11340358,59.06882323
Guerrero,2025,4,False,85.11952661,-10.993876970000002
Guerrero,2026,1,False,-86.04644427,-86.04644427
Hidalgo,2018,1,False,97.75608465,97.75608465
Hidalgo,2018,2,False,170.677905,72.92182035
Hidalgo,2018,3,False,124.2003277,-46.47757730000001
Hidalgo,2018,4,False,148.4982681,24.297940399999987
Hidalgo,2019,1,False,115.5317131,115.5317131
Hidalgo,2019,2,False,170.4358147,54.904101600000004
Hidalgo,2019,3,False,213.0707174,42.6349027
Hidalgo,2019,4,False,286.3480214,73.27730399999999
Hidalgo,2020,1,False,58.69558525,58.69558525
Hidalgo,2020,2,False,197.7722793,139.07669405000001
Hidalgo,2020,3,False,232.1378647,34.365585399999986
Hidalgo,2020,4,False,275.9174663,43.77960160000001
Hidalgo,2021,1,False,52.46357506,52.46357506
Hidalgo,2021,2,False,65.69595134,13.232376279999997
Hidalgo,2021,3,False,133.7271305,68.03117916
Hidalgo,2021,4,False,132.0632192,-1.6639112999999952
Hidalgo,2022,1,False,154.778634,154.778634
Hidalgo,2022,2,False,284.6392657,129.8606317
Hidalgo,2022,3,False,408.0419756,123.40270989999999
Hidalgo,2022,4,False,410.5317735,2.489797899999985
Hidalgo,2023,1,False,156.6169624,156.6169624
Hidalgo,2023,2,False,220.6882166,64.0712542
Hidalgo,2023,3,False,214.7611073,-5.927109300000012
Hidalgo,2023,4,False,285.4341569,70.67304960000001
Hidalgo,2024,1,False,136.2877936,136.2877936
Hidalgo,2024,2,False,210.8998216,74.61202800000001
Hidalgo,2024,3,False,282.9157208,72.01589919999998
Hidalgo,2024,4,False,295.9687847,13.05306390000004
