pais_origen,anio,trimestre,confidencial,ied_acumulado_mdd,flujo_mdd
Austria,2024,1,False,0.0,0.0
Austria,2024,2,False,17.97262022,17.97262022
Austria,2024,3,False,47.01224741,29.03962719
Austria,2024,4,False,30.86057856,-16.15166885
Austria,2025,1,False,3.46140872,3.46140872
Austria,2025,2,False,16.01180953,12.550400810000001
Austria,2025,3,False,5.24462504,-10.767184490000002
Austria,2025,4,False,8.60656878,3.36194374
Austria,2026,1,False,17.2950455,17.2950455
Azerbaiyán,2018,1,False,0.0,0.0
Azerbaiyán,2018,2,False,0.0,0.0
Azerbaiyán,2018,3,False,0.0,0.0
Azerbaiyán,2018,4,False,0.0,0.0
Azerbaiyán,2019,1,False,0.0,0.0
Azerbaiyán,2019,2,False,0.0,0.0
Azerbaiyán,2019,3,False,0.0,0.0
Azerbaiyán,2019,4,False,0.0,0.0
Azerbaiyán,2020,1,False,0.0,0.0
Azerbaiyán,2020,2,False,0.0,0.0
Azerbaiyán,2020,3,False,0.0,0.0
Azerbaiyán,2020,4,False,0.0,0.0
Azerbaiyán,2021,1,False,0.0,0.0
Azerbaiyán,2021,2,False,0.0,0.0
Azerbaiyán,2021,3,False,0.0,0.0
Azerbaiyán,2021,4,False,0.0,0.0
Azerbaiyán,2022,1,False,0.0,0.0
Azerbaiyán,2022,2,False,0.0,0.0
Azerbaiyán,2022,3,False,0.0,0.0
Azerbaiyán,2022,4,True,,
Azerbaiyán,2023,1,False,0.0,0.0
Azerbaiyán,2023,2,False,0.0,0.0
Azerbaiyán,2023,3,False,0.0,0.0
Azerbaiyán,2023,4,False,0.0,0.0
Azerbaiyán,2024,1,False,0.0,0.0
Azerbaiyán,2024,2,False,0.0,0.0
Azerbaiyán,2024,3,True,,
Azerbaiyán,2024,4,True,,
Azerbaiyán,2025,1,True,,
Azerbaiyán,2025,2,True,,
Azerbaiyán,2025,3,True,,
Azerbaiyán,2025,4,True,,
Azerbaiyán,2026,1,False,0.0,0.0
"Bahamas, Las",2018,1,False,0.0,0.0
"Bahamas, Las",2018,2,False,0.0,0.0
"Bahamas, Las",2018,3,False,0.0,0.0
"Bahamas, Las",2018,4,False,0.0,0.0
"Bahamas, Las",2019,1,False,0.0,0.0
"Bahamas, Las",2019,2,False,0.0,0.0
"Bahamas, Las",2019,3,False,0.0,0.0
"Bahamas, Las",2019,4,False,0.0,0.0
"Bahamas, Las",2020,1,False,0.0,0.0
"Bahamas, Las",2020,2,False,0.0,0.0
"Bahamas, Las",2020,3,False,0.0,0.0
"Bahamas, Las",2020,4,False,0.0,0.0
"Bahamas, Las",2021,1,False,0.0,0.0
"Bahamas, Las",2021,2,False,0.0,0.0
"Bahamas, Las",2021,3,False,0.0,0.0
"Bahamas, Las",2021,4,False,0.0,0.0
"Bahamas, Las",2022,1,False,0.0,0.0
"Bahamas, Las",2022,2,False,0.0,0.0
"Bahamas, Las",2022,3,False,0.0,0.0
"Bahamas, Las",2022,4,False,0.0,0.0
"Bahamas, Las",2023,1,False,0.0,0.0
"Bahamas, Las",2023,2,False,0.0,0.0
"Bahamas, Las",2023,3,False,0.0,0.0
"Bahamas, Las",2023,4,False,0.0,0.0
"Bahamas, Las",2024,1,False,0.0,0.0
"Bahamas, Las",2024,2,False,0.0,0.0
"Bahamas, Las",2024,3,False,0.0,0.0
"Bahamas, Las",2024,4,False,9.00632088,9.00632088
"Bahamas, Las",2025,1,False,0.0,0.0
"Bahamas, Las",2025,2,True,,
"Bahamas, Las",2025,3,True,,
"Bahamas, Las",2025,4,False,9.2310067,
"Bahamas, Las",2026,1,False,0.0,0.0
Bahréin,2018,1,False,0.0,0.0
Bahréin,2018,2,False,0.0,0.0
Bahréin,2018,3,False,0.0,0.0
Bahréin,2018,4,False,0.0,0.0
Bahréin,2019,1,False,0.0,0.0
Bahréin,2019,2,False,0.0,0.0
Bahréin,2019,3,False,0.0,0.0
Bahréin,2019,4,False,0.0,0.0
Bahréin,2020,1,False,0.0,0.0
Bahréin,2020,2,False,0.0,0.0
Bahréin,2020,3,False,0.0,0.0
Bahréin,2020,4,False,0.0,0.0
Bahréin,2021,1,False,0.0,0.0
Bahréin,2021,2,False,0.0,0.0
Bahréin,2021,3,False,0.0,0.0
Bahréin,2021,4,False,0.0,0.0
Bahréin,2022,1,False,0.0,0.0
Bahréin,2022,2,False,0.0,0.0
Bahréin,2022,3,False,0.0,0.0
Bahréin,2022,4,True,,
Bahréin,2023,1,False,0.0,0.0
Bahréin,2023,2,False,0.0,0.0
Bahréin,2023,3,False,0.0,0.0
Bahréin,2023,4,False,0.0,0.0
Bahréin,2024,1,False,0.0,0.0
Bahréin,2024,2,False,0.0,0.0
Bahréin,2024,3,False,0.0,0.0
Bahréin,2024,4,False,0.0,0.0
Bahréin,2025,1,False,0.0,0.0
Bahréin,2025,2,False,0.0,0.0
Bahréin,2025,3,False,0.0,0.0
Bahréin,2025,4,False,0.0,0.0
Bahréin,2026,1,False,0.0,0.0
Bangladesh,2018,1,False,0.0,0.0
Bangladesh,2018,2,False,0.0,0.0
Bangladesh,2018,3,False,0.0,0.0
Bangladesh,2018,4,False,0.0,0.0
Bangladesh,2019,1,False,0.0,0.0
Bangladesh,2019,2,False,0.0,0.0
Bangladesh,2019,3,False,0.0,0.0
Bangladesh,2019,4,False,0.0,0.0
Bangladesh,2020,1,False,0.0,0.0
Bangladesh,2020,2,False,0.0,0.0
Bangladesh,2020,3,False,0.0,0.0
Bangladesh,2020,4,False,0.0,0.0
Bangladesh,2021,1,False,0.0,0.0
Bangladesh,2021,2,False,0.0,0.0
Bangladesh,2021,3,False,0.0,0.0
Bangladesh,2021,4,False,0.0,0.0
Bangladesh,2022,1,False,0.0,0.0
Bangladesh,2022,2,False,0.0,0.0
Bangladesh,2022,3,False,0.0,0.0
Bangladesh,2022,4,False,0.0,0.0
Bangladesh,2023,1,False,0.0,0.0
Bangladesh,2023,2,False,0.0,0.0
Bangladesh,2023,3,False,0.0,0.0
Bangladesh,2023,4,False,0.0,0.0
Bangladesh,2024,1,False,0.0,0.0
Bangladesh,2024,2,False,0.0,0.0
Bangladesh,2024,3,False,0.0,0.0
Bangladesh,2024,4,False,0.0,0.0
Bangladesh,2025,1,False,0.0,0.0
Bangladesh,2025,2,False,0.0,0.0
Bangladesh,2025,3,False,0.0,0.0
Bangladesh,2025,4,False,0.0,0.0
Bangladesh,2026,1,False,0.0,0.0
Barbados,2018,1,False,0.0,0.0
Barbados,2018,2,False,0.0,0.0
Barbados,2018,3,True,,
Barbados,2018,4,False,46.12840879,
Barbados,2019,1,False,0.0,0.0
Barbados,2019,2,False,0.0,0.0
Barbados,2019,3,False,0.0,0.0
Barbados,2019,4,True,,
Barbados,2020,1,False,0.0,0.0
Barbados,2020,2,False,0.0,0.0
Barbados,2020,3,False,0.0,0.0
Barbados,2020,4,True,,
Barbados,2021,1,False,0.0,0.0
Barbados,2021,2,False,0.0,0.0
Barbados,2021,3,False,0.0,0.0
Barbados,2021,4,False,0.0,0.0
Barbados,2022,1,False,0.0,0.0
Barbados,2022,2,False,0.0,0.0
Barbados,2022,3,False,0.0,0.0
Barbados,2022,4,False,0.0,0.0
Barbados,2023,1,False,0.0,0.0
Barbados,2023,2,False,0.0,0.0
Barbados,2023,3,False,0.0,0.0
Barbados,2023,4,False,0.0,0.0
Barbados,2024,1,True,,
Barbados,2024,2,True,,
Barbados,2024,3,True,,
Barbados,2024,4,True,,
Barbados,2025,1,False,0.0,0.0
Barbados,2025,2,False,0.0,0.0
Barbados,2025,3,True,,
Barbados,2025,4,True,,
Barbados,2026,1,False,0.0,0.0
Belarús,2018,1,False,0.0,0.0
Belarús,2018,2,False,0.0,0.0
Belarús,2018,3,False,0.0,0.0
Belarús,2018,4,False,0.0,0.0
Belarús,2019,1,False,0.0,0.0
Belarús,2019,2,False,0.0,0.0
Belarús,2019,3,False,0.0,0.0
Belarús,2019,4,False,0.0,0.0
Belarús,2020,1,False,0.0,0.0
Belarús,2020,2,False,0.0,0.0
Belarús,2020,3,False,0.0,0.0
Belarús,2020,4,False,0.0,0.0
Belarús,2021,1,False,0.0,0.0
Belarús,2021,2,False,0.0,0.0
Belarús,2021,3,False,0.0,0.0
Belarús,2021,4,False,0.0,0.0
Belarús,2022,1,False,0.0,0.0
Belarús,2022,2,False,0.0,0.0
Belarús,2022,3,False,0.0,0.0
Belarús,2022,4,False,0.0,0.0
Belarús,2023,1,False,0.0,0.0
Belarús,2023,2,False,0.0,0.0
Belarús,2023,3,False,0.0,0.0
Belarús,2023,4,True,,
Belarús,2024,1,False,0.0,0.0
Belarús,2024,2,True,,
Belarús,2024,3,True,,
Belarús,2024,4,True,,
Belarús,2025,1,False,0.0,0.0
Belarús,2025,2,False,0.0,0.0
Belarús,2025,3,False,0.0,0.0
Belarús,2025,4,False,0.0,0.0
Belarús,2026,1,False,0.0,0.0
Belice,2018,1,False,0.0,0.0
Belice,2018,2,True,,
Belice,2018,3,True,,
Belice,2018,4,False,0.23741165,
Belice,2019,1,True,,
Belice,2019,2,False,-0.7650124,
Belice,2019,3,False,-0.86638585,-0.10137344999999998
Belice,2019,4,False,-0.86638585,0.0
Belice,2020,1,True,,
Belice,2020,2,True,,
Belice,2020,3,True,,
Belice,2020,4,True,,
Belice,2021,1,True,,
Belice,2021,2,True,,
Belice,2021,3,True,,
Belice,2021,4,True,,
Belice,2022,1,False,0.0,0.0
Belice,2022,2,False,0.0,0.0
Belice,2022,3,False,0.0,0.0
Belice,2022,4,True,,
Belice,2023,1,True,,
Belice,2023,2,True,,
Belice,2023,3,True,,
Belice,2023,4,True,,
Belice,2024,1,True,,
Belice,2024,2,True,,
Belice,2024,3,False,-0.09522606,
Belice,2024,4,False,-0.09522606,0.0
Belice,2025,1,True,,
Belice,2025,2,True,,
Belice,2025,3,True,,
Belice,2025,4,True,,
Belice,2026,1,True,,
Bermudas,2018,1,False,0.0,0.0
Bermudas,2018,2,False,0.0,0.0
Bermudas,2018,3,False,0.0,0.0
Bermudas,2018,4,False,0.0,0.0
Bermudas,2019,1,False,0.0,0.0
Bermudas,2019,2,True,,
Bermudas,2019,3,True,,
Bermudas,2019,4,False,0.00046816,
Bermudas,2020,1,False,0.0,0.0
Bermudas,2020,2,False,0.0,0.0
Bermudas,2020,3,False,0.0,0.0
Bermudas,2020,4,False,0.0,0.0
Bermudas,2021,1,False,0.0,0.0
Bermudas,2021,2,False,0.0,0.0
Bermudas,2021,3,False,0.0,0.0
Bermudas,2021,4,False,0.0,0.0
Bermudas,2022,1,False,0.0,0.0
Bermudas,2022,2,False,0.0,0.0
Bermudas,2022,3,False,0.0,0.0
Bermudas,2022,4,False,0.0,0.0
Bermudas,2023,1,True,,
Bermudas,2023,2,False,0.0,
Bermudas,2023,3,True,,
Bermudas,2023,4,False,-3.8121952,
Bermudas,2024,1,False,0.0,0.0
Bermudas,2024,2,False,0.0,0.0
Bermudas,2024,3,False,0.0,0.0
Bermudas,2024,4,True,,
Bermudas,2025,1,False,0.0,0.0
Bermudas,2025,2,True,,
Bermudas,2025,3,True,,
Bermudas,2025,4,False,13.12982848,
Bermudas,2026,1,True,,
Bolivia (Estado Plurinacional de),2018,1,False,0.0,0.0
Bolivia (Estado Plurinacional de),2018,2,False,0.0,0.0
Bolivia (Estado Plurinacional de),2018,3,True,,
Bolivia (Estado Plurinacional de),2018,4,False,0.05007332,
Bolivia (Estado Plurinacional de),2019,1,True,,
Bolivia (Estado Plurinacional de),2019,2,False,-0.03150541,
Bolivia (Estado Plurinacional de),2019,3,False,0.24700317,0.27850858
Bolivia (Estado Plurinacional de),2019,4,False,0.65713362,0.41013045
Bolivia (Estado Plurinacional de),2020,1,False,0.0,0.0
Bolivia (Estado Plurinacional de),2020,2,False,0.0,0.0
Bolivia (Estado Plurinacional de),2020,3,True,,
Bolivia (Estado Plurinacional de),2020,4,True,,
Bolivia (Estado Plurinacional de),2021,1,False,0.44600101,0.44600101
Bolivia (Estado Plurinacional de),2021,2,False,0.46199435,0.015993340000000023
